Collection,Dataset,Clustering Method,Label,Embedding,Original Dimensions,Embedding Dimensions,CF,NCA Score,R,AR,FM,MI,NMI,AMI,A
fcps,tetra,spectral,0,DistilBERT,400 x 3,400 x 768,"cf: [[34 37 12 17]
 [24 21 30 25]
 [18 33 38 11]
 [36 33  5 26]] ",nca: 0.11999999999999995 ,r: 0.6349749373433584 ,ar: 0.03301541945936421 ,fm: 0.2771114475611568 ,mi: 0.07221180282267899 ,nmi: 0.0524173651730389 ,ami: 0.04452793698823812 ,a: 0.2975 
fcps,tetra,gaussianmixture,0,DistilBERT,400 x 3,400 x 768,"cf: [[17 37 21 25]
 [25 28 34 13]
 [12 22 55 11]
 [25 38 12 25]] ",nca: 0.1433333333333334 ,r: 0.6360526315789473 ,ar: 0.04259486324568337 ,fm: 0.2867478012882129 ,mi: 0.06995843119333174 ,nmi: 0.050981443844775355 ,ami: 0.04304639719012636 ,a: 0.3125 
fcps,tetra,hdbscan,0,DistilBERT,400 x 3,400 x 768,"cf: [[ 0  2  2 ...  1  0 23]
 [ 2  2  0 ...  1  0 32]
 [ 1  0  4 ...  0  3 26]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]] ",nca: nan ,r: 0.7118421052631579 ,ar: 0.0075377332866470685 ,fm: 0.15180277542335127 ,mi: 0.45044334128421704 ,nmi: 0.1847439508711659 ,ami: 0.08131383004577507 ,a: 0.015 
fcps,tetra,kmodes,0,DistilBERT,400 x 3,400 x 768,"cf: [[100   0   0   0]
 [ 99   1   0   0]
 [ 99   0   1   0]
 [ 99   0   0   1]] ",nca: 0.010000000000000009 ,r: 0.2556390977443609 ,ar: -2.5063284794105115e-05 ,fm: 0.4943573290300682 ,mi: 0.010406637759808861 ,nmi: 0.014466702176500762 ,ami: -2.6537418287585948e-05 ,a: 0.2575 
fcps,tetra,birch,0,DistilBERT,400 x 3,400 x 768,"cf: [[36 27 32  5]
 [33 24 30 13]
 [ 9 44 21 26]
 [52 14 34  0]] ",nca: 0.13666666666666671 ,r: 0.6340225563909775 ,ar: 0.05437139585855588 ,fm: 0.301785287786349 ,mi: 0.1197963818022444 ,nmi: 0.08846868399358643 ,ami: 0.08072976640878081 ,a: 0.2025 
fcps,tetra,minibatchkmeans,0,DistilBERT,400 x 3,400 x 768,"cf: [[16 33 20 31]
 [31 27 26 16]
 [49 16 12 23]
 [ 9 33 29 29]] ",nca: 0.13000000000000003 ,r: 0.6412531328320802 ,ar: 0.04074375838635348 ,fm: 0.2795829431206704 ,mi: 0.07282613245696637 ,nmi: 0.05259961299215838 ,ami: 0.04475406347084193 ,a: 0.21 
fcps,tetra,kmedoids,0,DistilBERT,400 x 3,400 x 768,"cf: [[39 22 22 17]
 [30 21 23 26]
 [13 14 36 37]
 [56 15 18 11]] ",nca: 0.1333333333333333 ,r: 0.6366541353383459 ,ar: 0.04484338253597316 ,fm: 0.2886694989218945 ,mi: 0.07106159954498992 ,nmi: 0.0517839066288101 ,ami: 0.043856154059850404 ,a: 0.2675 
fcps,tetra,latentdirichletallocation,0,DistilBERT,400 x 3,400 x 768,"cf: [[100   0   0   0]
 [100   0   0   0]
 [100   0   0   0]
 [100   0   0   0]] ",nca: nan ,r: 0.24812030075187969 ,ar: 0.0 ,fm: 0.4981167541368988 ,mi: 0.0 ,nmi: 0.0 ,ami: 0.0 ,a: 0.25 
fcps,tetra,spectralcoclustering,0,DistilBERT,400 x 3,400 x 768,"cf: [[16 26 28 30]
 [20 31 16 33]
 [25 11 29 35]
 [16 36 20 28]] ",nca: 0.0733333333333334 ,r: 0.6270050125313283 ,ar: 0.010943037492395464 ,fm: 0.26025361449452294 ,mi: 0.030426933573405077 ,nmi: 0.02207428352988743 ,ami: 0.013937039752505273 ,a: 0.26 
fcps,tetra,bayesiangaussianmixture,0,DistilBERT,400 x 3,400 x 768,"cf: [[37 14 25 24]
 [31 23 37  9]
 [18 11 60 11]
 [37 26 12 25]] ",nca: 0.15 ,r: 0.6369047619047619 ,ar: 0.05345041997776133 ,fm: 0.2980045828546434 ,mi: 0.0848639664594057 ,nmi: 0.06215773222008317 ,ami: 0.05427299245236431 ,a: 0.3625 
fcps,tetra,genie,0,Doc2Vec,400 x 3,400 x 50,"cf: [[40 26 19 15]
 [40 28 21 11]
 [33 32 19 16]
 [33 29 16 22]] ",nca: 0.04999999999999997 ,r: 0.6124937343358396 ,ar: -0.002432986243220141 ,fm: 0.2593304584335859 ,mi: 0.008145257971191616 ,nmi: 0.005989987882750535 ,ami: -0.0024033261265684314 ,a: 0.2725 
fcps,tetra,kmeans,0,Doc2Vec,400 x 3,400 x 50,"cf: [[33 21 24 22]
 [29 22 31 18]
 [20 28 28 24]
 [23 18 30 29]] ",nca: 0.06999999999999999 ,r: 0.6260150375939849 ,ar: 0.0007406486188741033 ,fm: 0.2498140868452965 ,mi: 0.012473495355511677 ,nmi: 0.009012457898099145 ,ami: 0.0008027427407677574 ,a: 0.28 
fcps,tetra,agglomerative,0,Doc2Vec,400 x 3,400 x 50,"cf: [[30 26 19 25]
 [37 23 21 19]
 [37 23 27 13]
 [34 30 19 17]] ",nca: 0.06333333333333331 ,r: 0.6190977443609023 ,ar: -0.0012254440624907125 ,fm: 0.2543719236960093 ,mi: 0.010226368161158766 ,nmi: 0.007452123056748722 ,ami: -0.0008461582077235315 ,a: 0.2425 
fcps,tetra,spectral,0,Doc2Vec,400 x 3,400 x 50,"cf: [[22 22 35 21]
 [30 24 25 21]
 [26 29 17 28]
 [28 23 17 32]] ",nca: 0.08666666666666667 ,r: 0.6284711779448622 ,ar: 0.004919902692117456 ,fm: 0.2520687458920446 ,mi: 0.018645659350088356 ,nmi: 0.01345485560926187 ,ami: 0.00529314487988456 ,a: 0.2375 
fcps,tetra,gaussianmixture,0,Doc2Vec,400 x 3,400 x 50,"cf: [[27 26 29 18]
 [22 27 32 19]
 [13 32 29 26]
 [18 21 26 35]] ",nca: 0.08666666666666674 ,r: 0.626516290726817 ,ar: 0.00486629732614736 ,fm: 0.2539397447100486 ,mi: 0.019554810305120268 ,nmi: 0.01415126336221276 ,ami: 0.005970094618130892 ,a: 0.295 
fcps,tetra,hdbscan,0,Doc2Vec,400 x 3,400 x 50,"cf: [[ 0  1  0 ...  1  2 33]
 [ 0  0  2 ...  1  0 32]
 [ 4  0  1 ...  1  1 22]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]] ",nca: nan ,r: 0.7068671679197995 ,ar: 0.0008523375050982886 ,fm: 0.15014752148290067 ,mi: 0.27574656523196084 ,nmi: 0.11442144422898269 ,ami: 0.002740973602872523 ,a: 0.0025 
fcps,tetra,kmodes,0,Doc2Vec,400 x 3,400 x 50,"cf: [[ 98   1   0   1]
 [100   0   0   0]
 [100   0   0   0]
 [ 99   0   1   0]] ",nca: 0.006666666666666672 ,r: 0.2556641604010025 ,ar: 8.607592757571454e-06 ,fm: 0.49438267678831205 ,mi: 0.010431890714500108 ,nmi: 0.014501807364461262 ,ami: 9.084026101037887e-06 ,a: 0.245 
fcps,tetra,birch,0,Doc2Vec,400 x 3,400 x 50,"cf: [[37 27 20 16]
 [29 29 23 19]
 [17 33 31 19]
 [23 30 20 27]] ",nca: 0.08 ,r: 0.6264035087719299 ,ar: 0.005385542915151486 ,fm: 0.25463163994701726 ,mi: 0.019226880516395706 ,nmi: 0.01391936890767608 ,ami: 0.00573290962822515 ,a: 0.31 
fcps,tetra,minibatchkmeans,0,Doc2Vec,400 x 3,400 x 50,"cf: [[34 21 19 26]
 [34 19 17 30]
 [25 22 24 29]
 [23 31 20 26]] ",nca: 0.06333333333333331 ,r: 0.6242982456140351 ,ar: 4.9653043092070535e-05 ,fm: 0.25073187286906434 ,mi: 0.010928997542936775 ,nmi: 0.007913575461301146 ,ami: -0.0003244627739902629 ,a: 0.2575 
fcps,tetra,kmedoids,0,Doc2Vec,400 x 3,400 x 50,"cf: [[14 41 21 24]
 [15 28 27 30]
 [23 27 23 27]
 [21 31 21 27]] ",nca: 0.05999999999999998 ,r: 0.621892230576441 ,ar: 3.0400203731201397e-05 ,fm: 0.25306290855544306 ,mi: 0.010760765129807517 ,nmi: 0.007818806737275773 ,ami: -0.0004509345148852898 ,a: 0.23 
fcps,tetra,latentdirichletallocation,0,Doc2Vec,400 x 3,400 x 50,"cf: [[  0 100   0   0]
 [  0 100   0   0]
 [  0 100   0   0]
 [  0 100   0   0]] ",nca: nan ,r: 0.24812030075187969 ,ar: 0.0 ,fm: 0.4981167541368988 ,mi: 0.0 ,nmi: 0.0 ,ami: 0.0 ,a: 0.25 
fcps,tetra,spectralcoclustering,0,Doc2Vec,400 x 3,400 x 50,"cf: [[28 26 29 17]
 [21 27 26 26]
 [23 30 27 20]
 [23 24 25 28]] ",nca: 0.040000000000000036 ,r: 0.6250877192982456 ,ar: -0.003090625924855943 ,fm: 0.24643676111309312 ,mi: 0.007039232230602169 ,nmi: 0.005082424600848179 ,ami: -0.0031535404056748264 ,a: 0.275 
fcps,tetra,bayesiangaussianmixture,0,Doc2Vec,400 x 3,400 x 50,"cf: [[26 21 25 28]
 [22 27 25 26]
 [16 22 32 30]
 [15 20 41 24]] ",nca: 0.08 ,r: 0.6242982456140351 ,ar: 0.002630322394583877 ,fm: 0.25361652599632856 ,mi: 0.014351631516886856 ,nmi: 0.010405713776803278 ,ami: 0.0021766399036068237 ,a: 0.2725 
fcps,tetra,genie,0,Base,400 x 3,400 x 3,"cf: [[100   0   0   0]
 [  0 100   0   0]
 [  0   0 100   0]
 [  0   0   0 100]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 1.38629436111989 ,nmi: 1.0 ,ami: 1.0 ,a: 1.0 
fcps,tetra,kmeans,0,Base,400 x 3,400 x 3,"cf: [[  0   0 100   0]
 [100   0   0   0]
 [  0   0   0 100]
 [  0 100   0   0]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 1.38629436111989 ,nmi: 1.0 ,ami: 1.0 ,a: 0.0 
fcps,tetra,agglomerative,0,Base,400 x 3,400 x 3,"cf: [[100   0   0   0]
 [  0 100   0   0]
 [  0   0 100   0]
 [  0   0   0 100]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 1.38629436111989 ,nmi: 1.0 ,ami: 1.0 ,a: 1.0 
fcps,tetra,spectral,0,Base,400 x 3,400 x 3,"cf: [[100   0   0   0]
 [  0   0   0 100]
 [  0   0 100   0]
 [  0 100   0   0]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 1.38629436111989 ,nmi: 1.0 ,ami: 1.0 ,a: 0.5 
fcps,tetra,gaussianmixture,0,Base,400 x 3,400 x 3,"cf: [[  0   0 100   0]
 [100   0   0   0]
 [  0   0   0 100]
 [  0 100   0   0]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 1.38629436111989 ,nmi: 1.0 ,ami: 1.0 ,a: 0.0 
fcps,tetra,hdbscan,0,Base,400 x 3,400 x 3,"cf: [[100   0   0   0]
 [  0   0 100   0]
 [  0   0   0 100]
 [  0 100   0   0]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 1.38629436111989 ,nmi: 1.0 ,ami: 1.0 ,a: 0.25 
fcps,tetra,kmodes,0,Base,400 x 3,400 x 3,"cf: [[100   0   0   0]
 [100   0   0   0]
 [ 98   1   0   1]
 [ 99   0   1   0]] ",nca: 0.006666666666666672 ,r: 0.2556641604010025 ,ar: 8.607592757571454e-06 ,fm: 0.49438267678831205 ,mi: 0.010431890714500108 ,nmi: 0.014501807364461262 ,ami: 9.084026101037887e-06 ,a: 0.25 
fcps,tetra,birch,0,Base,400 x 3,400 x 3,"cf: [[100   0   0   0]
 [  0 100   0   0]
 [  0   0 100   0]
 [  0   0   0 100]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 1.38629436111989 ,nmi: 1.0 ,ami: 1.0 ,a: 1.0 
fcps,tetra,minibatchkmeans,0,Base,400 x 3,400 x 3,"cf: [[100   0   0   0]
 [  0   0   0 100]
 [  0 100   0   0]
 [  0   0 100   0]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 1.38629436111989 ,nmi: 1.0 ,ami: 1.0 ,a: 0.25 
fcps,tetra,kmedoids,0,Base,400 x 3,400 x 3,"cf: [[  0 100   0   0]
 [  0   0   0 100]
 [100   0   0   0]
 [  0   0 100   0]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 1.38629436111989 ,nmi: 1.0 ,ami: 1.0 ,a: 0.0 
fcps,tetra,latentdirichletallocation,0,Base,400 x 3,400 x 3,"cf: [[  0   0   0 100]
 [  0 100   0   0]
 [100   0   0   0]
 [ 15  14  53  18]] ",nca: 0.8433333333333334 ,r: 0.9007142857142857 ,ar: 0.7403868824494162 ,fm: 0.8076406052025611 ,mi: 1.042821109879917 ,nmi: 0.763871136746895 ,ami: 0.7618849430250391 ,a: 0.295 
fcps,tetra,spectralcoclustering,0,Base,400 x 3,400 x 3,"cf: [[  0 100   0   0]
 [100   0   0   0]
 [  0   0 100   0]
 [ 23   0   0  77]] ",nca: 0.9233333333333333 ,r: 0.948984962406015 ,ar: 0.8644848643817469 ,fm: 0.8986302537082116 ,mi: 1.238131135755821 ,nmi: 0.897442106959732 ,ami: 0.896589545429271 ,a: 0.4425 
fcps,tetra,bayesiangaussianmixture,0,Base,400 x 3,400 x 3,"cf: [[  0   0   0 100]
 [  0   0 100   0]
 [  0 100   0   0]
 [100   0   0   0]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 1.38629436111989 ,nmi: 1.0 ,ami: 1.0 ,a: 0.0 
fcps,twodiamonds,genie,0,TFIDF,800 x 2,800 x 500,"cf: [[118 282]
 [399   1]] ",nca: 0.7025000000000001 ,r: 0.746436170212766 ,ar: 0.49292591116229717 ,fm: 0.7571989764857254 ,mi: 0.33771536415576764 ,nmi: 0.5029701351516168 ,ami: 0.5025060722724272 ,a: 0.14875 
fcps,twodiamonds,kmeans,0,TFIDF,800 x 2,800 x 500,"cf: [[276 124]
 [147 253]] ",nca: 0.3224999999999998 ,r: 0.5514424280350438 ,ar: 0.10288716770589194 ,fm: 0.5516241610962087 ,mi: 0.053136951276218536 ,nmi: 0.07675199162736848 ,ami: 0.07591618968444218 ,a: 0.66125 
fcps,twodiamonds,agglomerative,0,TFIDF,800 x 2,800 x 500,"cf: [[127 273]
 [281 119]] ",nca: 0.385 ,r: 0.5735794743429287 ,ar: 0.14715804027165902 ,fm: 0.573130712126931 ,mi: 0.07609626740248354 ,nmi: 0.10979954939448124 ,ami: 0.10899451694553688 ,a: 0.3075 
fcps,twodiamonds,spectral,0,TFIDF,800 x 2,800 x 500,"cf: [[ 92 308]
 [263 137]] ",nca: 0.4275 ,r: 0.5908667083854818 ,ar: 0.1817451125168167 ,fm: 0.5929481973783809 ,mi: 0.09582756645723031 ,nmi: 0.13888527939460468 ,ami: 0.13810305658419764 ,a: 0.28625 
fcps,twodiamonds,gaussianmixture,0,TFIDF,800 x 2,800 x 500,"cf: [[120 280]
 [267 133]] ",nca: 0.36749999999999994 ,r: 0.5669868585732165 ,ar: 0.13397350688030496 ,fm: 0.5666737389623523 ,mi: 0.06921932027514852 ,nmi: 0.09990043503281754 ,ami: 0.09908625623983973 ,a: 0.31625 
fcps,twodiamonds,hdbscan,0,TFIDF,800 x 2,800 x 500,"cf: [[  0   0   0 ...   4   6 155]
 [  2  11   2 ...   0   0 157]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5058385481852316 ,ar: 0.01083218351736921 ,fm: 0.29117852511073905 ,mi: 0.3926623284105967 ,nmi: 0.19858828976613618 ,ami: 0.1676687923375098 ,a: 0.01375 
fcps,twodiamonds,kmodes,0,TFIDF,800 x 2,800 x 500,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,twodiamonds,birch,0,TFIDF,800 x 2,800 x 500,"cf: [[129 271]
 [265 135]] ",nca: 0.33999999999999986 ,r: 0.5572465581977472 ,ar: 0.11449197899662246 ,fm: 0.5567417243985644 ,mi: 0.058983253728573076 ,nmi: 0.08510175405187949 ,ami: 0.08427443935918812 ,a: 0.33 
fcps,twodiamonds,minibatchkmeans,0,TFIDF,800 x 2,800 x 500,"cf: [[174 226]
 [252 148]] ",nca: 0.19499999999999984 ,r: 0.5184105131414268 ,ar: 0.03682461706264776 ,fm: 0.5188272036652174 ,mi: 0.01921874146625252 ,nmi: 0.02776912874685482 ,ami: 0.02688868860289222 ,a: 0.4025 
fcps,twodiamonds,kmedoids,0,TFIDF,800 x 2,800 x 500,"cf: [[132 268]
 [214 186]] ",nca: 0.20500000000000007 ,r: 0.5204130162703379 ,ar: 0.04084643555603006 ,fm: 0.5241804774302516 ,mi: 0.021569891813566944 ,nmi: 0.0313253160592892 ,ami: 0.030443584802905304 ,a: 0.3975 
fcps,twodiamonds,latentdirichletallocation,0,TFIDF,800 x 2,800 x 500,"cf: [[158 242]
 [256 144]] ",nca: 0.2450000000000001 ,r: 0.5294242803504381 ,ar: 0.05884853121622714 ,fm: 0.5291238206512353 ,mi: 0.030359365680927675 ,nmi: 0.04381867046674483 ,ami: 0.04295371020331934 ,a: 0.3775 
fcps,twodiamonds,spectralcoclustering,0,TFIDF,800 x 2,800 x 500,"cf: [[323  77]
 [143 257]] ",nca: 0.44999999999999996 ,r: 0.6007509386733417 ,ar: 0.20152786767393807 ,fm: 0.605687302594596 ,mi: 0.10857525140009669 ,nmi: 0.15820153855925165 ,ami: 0.15743274383386557 ,a: 0.725 
fcps,twodiamonds,bayesiangaussianmixture,0,TFIDF,800 x 2,800 x 500,"cf: [[  0 400]
 [209 191]] ",nca: 0.5225 ,r: 0.6360481852315394 ,ar: 0.2723031493484384 ,fm: 0.6765361525080861 ,mi: 0.2282931522013143 ,nmi: 0.3602237491033226 ,ami: 0.3595905273011179 ,a: 0.23875 
fcps,twodiamonds,genie,0,CountVectorizer,800 x 2,800 x 500,"cf: [[353  47]
 [ 29 371]] ",nca: 0.81 ,r: 0.8278347934918648 ,ar: 0.655669921388984 ,fm: 0.8277942689164569 ,mi: 0.3811481735496103 ,nmi: 0.5502826223952241 ,ami: 0.5498756902384279 ,a: 0.905 
fcps,twodiamonds,kmeans,0,CountVectorizer,800 x 2,800 x 500,"cf: [[206 194]
 [196 204]] ",nca: 0.02499999999999991 ,r: 0.4996871088861076 ,ar: -0.0006273182760865202 ,fm: 0.49906642777818505 ,mi: 0.0003125403778045377 ,nmi: 0.00045090451888881854 ,ami: -0.00045289164818148984 ,a: 0.5125 
fcps,twodiamonds,agglomerative,0,CountVectorizer,800 x 2,800 x 500,"cf: [[193 207]
 [219 181]] ",nca: 0.06499999999999995 ,r: 0.5014893617021277 ,ar: 0.0029782861147149083 ,fm: 0.5010897848986066 ,mi: 0.002115901119528696 ,nmi: 0.0030535914161597217 ,ami: 0.0021518617400047564 ,a: 0.4675 
fcps,twodiamonds,spectral,0,CountVectorizer,800 x 2,800 x 500,"cf: [[ 67 333]
 [194 206]] ",nca: 0.3174999999999999 ,r: 0.5498404255319149 ,ar: 0.09981565994387707 ,fm: 0.5759400907380522 ,mi: 0.05919256713550744 ,nmi: 0.08937167066362763 ,ami: 0.08850962482683525 ,a: 0.34125 
fcps,twodiamonds,gaussianmixture,0,CountVectorizer,800 x 2,800 x 500,"cf: [[353  47]
 [196 204]] ",nca: 0.39250000000000007 ,r: 0.5764987484355444 ,ar: 0.1531434215452559 ,fm: 0.6048226487898171 ,mi: 0.09463765708546684 ,nmi: 0.14391201682572763 ,ami: 0.14309574093228833 ,a: 0.69625 
fcps,twodiamonds,hdbscan,0,CountVectorizer,800 x 2,800 x 500,"cf: [[  0   0   0 ...   2   3 166]
 [  2   5   3 ...   0   0 135]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5049249061326658 ,ar: 0.008969855251557165 ,fm: 0.2776632845418655 ,mi: 0.3713383061612149 ,nmi: 0.17715304357441997 ,ami: 0.14244816361533025 ,a: 0.00625 
fcps,twodiamonds,kmodes,0,CountVectorizer,800 x 2,800 x 500,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,twodiamonds,birch,0,CountVectorizer,800 x 2,800 x 500,"cf: [[369  31]
 [204 196]] ",nca: 0.4125000000000001 ,r: 0.5845588235294118 ,ar: 0.16931106429477383 ,fm: 0.6219860640458268 ,mi: 0.11367636468190905 ,nmi: 0.176296073691981 ,ami: 0.17549492534982536 ,a: 0.70625 
fcps,twodiamonds,minibatchkmeans,0,CountVectorizer,800 x 2,800 x 500,"cf: [[166 234]
 [192 208]] ",nca: 0.06499999999999995 ,r: 0.5014893617021277 ,ar: 0.0029909361214652394 ,fm: 0.5036154872674142 ,mi: 0.002137641632824261 ,nmi: 0.0030962999212736163 ,ami: 0.002191269923766176 ,a: 0.4675 
fcps,twodiamonds,kmedoids,0,CountVectorizer,800 x 2,800 x 500,"cf: [[175 225]
 [255 145]] ",nca: 0.19999999999999996 ,r: 0.5193992490613266 ,ar: 0.0388037678305839 ,fm: 0.5201520091003662 ,mi: 0.020253406531395624 ,nmi: 0.029278945807481322 ,ami: 0.028399423881695803 ,a: 0.4 
fcps,twodiamonds,latentdirichletallocation,0,CountVectorizer,800 x 2,800 x 500,"cf: [[239 161]
 [196 204]] ",nca: 0.10749999999999993 ,r: 0.5051595744680851 ,ar: 0.010327093901237242 ,fm: 0.5064373437978489 ,mi: 0.005834413117875414 ,nmi: 0.008440616695575314 ,ami: 0.007541547459816706 ,a: 0.55375 
fcps,twodiamonds,spectralcoclustering,0,CountVectorizer,800 x 2,800 x 500,"cf: [[191 209]
 [223 177]] ",nca: 0.08000000000000007 ,r: 0.5025782227784731 ,ar: 0.005156414390216005 ,fm: 0.5022606112950956 ,mi: 0.0032073722369714286 ,nmi: 0.004629305783036463 ,ami: 0.003728894876356052 ,a: 0.46 
fcps,twodiamonds,bayesiangaussianmixture,0,CountVectorizer,800 x 2,800 x 500,"cf: [[246 154]
 [211 189]] ",nca: 0.08749999999999991 ,r: 0.5032071339173968 ,ar: 0.0064379940707805765 ,fm: 0.5076223192426125 ,mi: 0.003913002565212986 ,nmi: 0.005687063179673802 ,ami: 0.0047813003996588 ,a: 0.54375 
fcps,twodiamonds,genie,0,CharTFIDF,800 x 2,800 x 500,"cf: [[150 250]
 [149 251]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: -0.0011668867214015897 ,fm: 0.5145196581822598 ,mi: 3.3378107183734684e-06 ,nmi: 4.930046878006378e-06 ,ami: -0.0009209589913125704 ,a: 0.50125 
fcps,twodiamonds,kmeans,0,CharTFIDF,800 x 2,800 x 500,"cf: [[204 196]
 [194 206]] ",nca: 0.02499999999999991 ,r: 0.4996871088861076 ,ar: -0.0006273182760865202 ,fm: 0.49906642777818505 ,mi: 0.0003125403778045377 ,nmi: 0.00045090451888881854 ,ami: -0.00045289164818148887 ,a: 0.5125 
fcps,twodiamonds,agglomerative,0,CharTFIDF,800 x 2,800 x 500,"cf: [[280 120]
 [292 108]] ",nca: 0.030000000000000027 ,r: 0.4998247809762203 ,ar: -0.00012027288414000314 ,fm: 0.5436353462996636 ,mi: 0.000552273487610333 ,nmi: 0.0008557331323987423 ,ami: -0.00011517412110498359 ,a: 0.485 
fcps,twodiamonds,spectral,0,CharTFIDF,800 x 2,800 x 500,"cf: [[179 221]
 [198 202]] ",nca: 0.047499999999999876 ,r: 0.5005037546933667 ,ar: 0.0010100835343500182 ,fm: 0.5007059701190227 ,mi: 0.001132300346199877 ,nmi: 0.0016355154860021926 ,ami: 0.0007317117752568785 ,a: 0.47625 
fcps,twodiamonds,gaussianmixture,0,CharTFIDF,800 x 2,800 x 500,"cf: [[198 202]
 [210 190]] ",nca: 0.030000000000000027 ,r: 0.4998247809762203 ,ar: -0.00035150358320622395 ,fm: 0.4992983963205259 ,mi: 0.00045024775864926925 ,nmi: 0.0006496639415187852 ,ami: -0.0002540757137951478 ,a: 0.485 
fcps,twodiamonds,hdbscan,0,CharTFIDF,800 x 2,800 x 500,"cf: [[  1  11   2 ...   3   2  98]
 [  2  11   2 ...   1   3 102]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5003003754693367 ,ar: -0.0004742086461905315 ,fm: 0.18734424728863844 ,mi: 0.0859114647536072 ,nmi: 0.03808906234617706 ,ami: 0.0053009067129509676 ,a: 0.015 
fcps,twodiamonds,kmodes,0,CharTFIDF,800 x 2,800 x 500,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,twodiamonds,birch,0,CharTFIDF,800 x 2,800 x 500,"cf: [[269 131]
 [238 162]] ",nca: 0.07750000000000012 ,r: 0.5023811013767209 ,ar: 0.004849878397103944 ,fm: 0.519320997227851 ,mi: 0.0032391603486607856 ,nmi: 0.004798482943686872 ,ami: 0.003874284380805308 ,a: 0.53875 
fcps,twodiamonds,minibatchkmeans,0,CharTFIDF,800 x 2,800 x 500,"cf: [[180 220]
 [190 210]] ",nca: 0.02499999999999991 ,r: 0.4996871088861076 ,ar: -0.0006202963794898062 ,fm: 0.500470581729001 ,mi: 0.0003143014313042869 ,nmi: 0.0004543637911038321 ,ami: -0.0004512746506215764 ,a: 0.4875 
fcps,twodiamonds,kmedoids,0,CharTFIDF,800 x 2,800 x 500,"cf: [[171 229]
 [193 207]] ",nca: 0.05499999999999994 ,r: 0.5008886107634544 ,ar: 0.001785790144235378 ,fm: 0.5022880665285273 ,mi: 0.001525652710566483 ,nmi: 0.002207509479362095 ,ami: 0.0013026417775989598 ,a: 0.4725 
fcps,twodiamonds,latentdirichletallocation,0,CharTFIDF,800 x 2,800 x 500,"cf: [[193 207]
 [180 220]] ",nca: 0.03249999999999997 ,r: 0.4999030037546934 ,ar: -0.0001898485401034952 ,fm: 0.5004185792116894 ,mi: 0.0005306378681524948 ,nmi: 0.0007668096931053105 ,ami: -0.00013819272141950517 ,a: 0.51625 
fcps,twodiamonds,spectralcoclustering,0,CharTFIDF,800 x 2,800 x 500,"cf: [[225 175]
 [196 204]] ",nca: 0.07250000000000001 ,r: 0.5020056320400501 ,ar: 0.004013144033548568 ,fm: 0.5020699870752756 ,mi: 0.0026377345343060465 ,nmi: 0.0038092350607361945 ,ami: 0.0029075798601812704 ,a: 0.53625 
