Collection,Dataset,Clustering Method,Label,Embedding,Original Dimensions,Embedding Dimensions,CF,NCA Score,R,AR,FM,MI,NMI,AMI,A
fcps,atom,genie,0,TFIDF,800 x 3,800 x 500,"cf: [[399   1]
 [233 167]] ",nca: 0.41500000000000004 ,r: 0.5855944931163954 ,ar: 0.17153692979550977 ,fm: 0.6517656284793203 ,mi: 0.16548278812607067 ,nmi: 0.27418152624513864 ,ami: 0.27342675443758135 ,a: 0.7075 
fcps,atom,kmeans,0,TFIDF,800 x 3,800 x 500,"cf: [[ 98 302]
 [220 180]] ",nca: 0.30500000000000016 ,r: 0.5459449311639549 ,ar: 0.09193626112609797 ,fm: 0.5548731916012978 ,mi: 0.049528009082692864 ,nmi: 0.0725614863095381 ,ami: 0.07170979466199179 ,a: 0.3475 
fcps,atom,agglomerative,0,TFIDF,800 x 3,800 x 500,"cf: [[393   7]
 [172 228]] ",nca: 0.5525 ,r: 0.6521933667083855 ,ar: 0.30453393690137737 ,fm: 0.6812323040347548 ,mi: 0.21974626555984084 ,nmi: 0.33842978558009484 ,ami: 0.3377908428147746 ,a: 0.77625 
fcps,atom,spectral,0,TFIDF,800 x 3,800 x 500,"cf: [[383  17]
 [173 227]] ",nca: 0.5249999999999999 ,r: 0.6373591989987485 ,ar: 0.2748554755415666 ,fm: 0.6642952354655984 ,mi: 0.18513331674328495 ,nmi: 0.2830376473068352 ,ami: 0.28235031981394226 ,a: 0.7625 
fcps,atom,gaussianmixture,0,TFIDF,800 x 3,800 x 500,"cf: [[ 64 336]
 [230 170]] ",nca: 0.41500000000000004 ,r: 0.5855944931163954 ,ar: 0.17126061807405482 ,fm: 0.59953080987319 ,mi: 0.09684947578057584 ,nmi: 0.14340009272035695 ,ami: 0.14260501233327746 ,a: 0.2925 
fcps,atom,hdbscan,0,TFIDF,800 x 3,800 x 500,"cf: [[  0 392   8]
 [  2 393   5]
 [  0   0   0]] ",nca: nan ,r: 0.49939612015018775 ,ar: -4.8565183962264855e-05 ,fm: 0.693477377946658 ,mi: 0.0021702811248198936 ,nmi: 0.0054691589363161704 ,ami: 0.0016470509019291806 ,a: 0.49125 
fcps,atom,kmodes,0,TFIDF,800 x 3,800 x 500,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,atom,birch,0,TFIDF,800 x 3,800 x 500,"cf: [[335  65]
 [285 115]] ",nca: 0.125 ,r: 0.5071964956195244 ,ar: 0.014764923071141578 ,fm: 0.5765645625094052 ,mi: 0.011318683433007987 ,nmi: 0.01845972715964765 ,ami: 0.017455222010301502 ,a: 0.5625 
fcps,atom,minibatchkmeans,0,TFIDF,800 x 3,800 x 500,"cf: [[179 221]
 [196 204]] ",nca: 0.04249999999999998 ,r: 0.5002784730913642 ,ar: 0.0005602729466588999 ,fm: 0.5006309879727747 ,mi: 0.0009069451881184576 ,nmi: 0.0013102925764553125 ,ami: 0.0004059967294730808 ,a: 0.47875 
fcps,atom,kmedoids,0,TFIDF,800 x 3,800 x 500,"cf: [[364  36]
 [167 233]] ",nca: 0.49250000000000016 ,r: 0.6208041301627034 ,ar: 0.24170899147867508 ,fm: 0.6405338059219122 ,mi: 0.14751170751773918 ,nmi: 0.22154494963759663 ,ami: 0.22081194892492031 ,a: 0.74625 
fcps,atom,latentdirichletallocation,0,TFIDF,800 x 3,800 x 500,"cf: [[256 144]
 [185 215]] ",nca: 0.1775 ,r: 0.5151470588235294 ,ar: 0.030305365418865374 ,fm: 0.5170897523649196 ,mi: 0.01600970190156842 ,nmi: 0.02318512810048832 ,ami: 0.022298504051583512 ,a: 0.58875 
fcps,atom,spectralcoclustering,0,TFIDF,800 x 3,800 x 500,"cf: [[336  64]
 [184 216]] ",nca: 0.3799999999999999 ,r: 0.5716645807259074 ,ar: 0.14342442581663722 ,fm: 0.5901903824877371 ,mi: 0.08263982010476117 ,nmi: 0.12328837996545905 ,ami: 0.12246840791081419 ,a: 0.69 
fcps,atom,bayesiangaussianmixture,0,TFIDF,800 x 3,800 x 500,"cf: [[362  38]
 [170 230]] ",nca: 0.48 ,r: 0.6147183979974968 ,ar: 0.22954073059453414 ,fm: 0.635054436895809 ,mi: 0.13975793930337854 ,nmi: 0.21003434392017298 ,ami: 0.20929002329331045 ,a: 0.74 
fcps,atom,genie,0,CountVectorizer,800 x 3,800 x 500,"cf: [[ 61 339]
 [320  80]] ",nca: 0.6475 ,r: 0.7092647058823529 ,ar: 0.4185301449766421 ,fm: 0.7092296763886794 ,mi: 0.22830682327721208 ,nmi: 0.329645478367067 ,ami: 0.3290388489769958 ,a: 0.17625 
fcps,atom,kmeans,0,CountVectorizer,800 x 3,800 x 500,"cf: [[ 63 337]
 [280 120]] ",nca: 0.5425 ,r: 0.6467115143929912 ,ar: 0.293439901423561 ,fm: 0.6498659868363854 ,mi: 0.15977678093004444 ,nmi: 0.23221570460294452 ,ami: 0.23151629658752174 ,a: 0.22875 
fcps,atom,agglomerative,0,CountVectorizer,800 x 3,800 x 500,"cf: [[361  39]
 [176 224]] ",nca: 0.4624999999999999 ,r: 0.6064612015018773 ,ar: 0.21303685394179486 ,fm: 0.6288209055908516 ,mi: 0.13054750391676656 ,nmi: 0.1968393509431646 ,ami: 0.19608007988216938 ,a: 0.73125 
fcps,atom,spectral,0,CountVectorizer,800 x 3,800 x 500,"cf: [[ 28 372]
 [232 168]] ",nca: 0.51 ,r: 0.629586983729662 ,ar: 0.25928651303527966 ,fm: 0.6516699196760015 ,mi: 0.16361555482909193 ,nmi: 0.2472041522169774 ,ami: 0.24649102395849484 ,a: 0.245 
fcps,atom,gaussianmixture,0,CountVectorizer,800 x 3,800 x 500,"cf: [[353  47]
 [ 89 311]] ",nca: 0.6599999999999999 ,r: 0.7174468085106382 ,ar: 0.43490053912475707 ,fm: 0.7186584279454452 ,mi: 0.2416404517623643 ,nmi: 0.35000783119096357 ,ami: 0.3494177416859586 ,a: 0.83 
fcps,atom,hdbscan,0,CountVectorizer,800 x 3,800 x 500,"cf: [[  0   0   0 ...   2   4 151]
 [  3   3   7 ...   0   0 141]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5037202753441802 ,ar: 0.006537791561968059 ,fm: 0.2677804413310782 ,mi: 0.3910198810434355 ,nmi: 0.18427727181000636 ,ami: 0.15093867783302628 ,a: 0.00375 
fcps,atom,kmodes,0,CountVectorizer,800 x 3,800 x 500,"cf: [[399   1]
 [400   0]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.49875 
fcps,atom,birch,0,CountVectorizer,800 x 3,800 x 500,"cf: [[196 204]
 [340  60]] ",nca: 0.3599999999999999 ,r: 0.5642553191489361 ,ar: 0.12863550092242276 ,fm: 0.588488780946494 ,mi: 0.07635050819697095 ,nmi: 0.1150441093828861 ,ami: 0.11420807818713365 ,a: 0.32 
fcps,atom,minibatchkmeans,0,CountVectorizer,800 x 3,800 x 500,"cf: [[349  51]
 [128 272]] ",nca: 0.5525000000000002 ,r: 0.6521933667083855 ,ar: 0.30441794412601253 ,fm: 0.6582174653433102 ,mi: 0.1702649022813868 ,nmi: 0.24898898539830863 ,ami: 0.24830059208681218 ,a: 0.77625 
fcps,atom,kmedoids,0,CountVectorizer,800 x 3,800 x 500,"cf: [[103 297]
 [262 138]] ",nca: 0.39749999999999996 ,r: 0.5784762202753442 ,ar: 0.15695920837225677 ,fm: 0.5795657552492902 ,mi: 0.0819531080199066 ,nmi: 0.11856115736607355 ,ami: 0.11776193690589912 ,a: 0.30125 
fcps,atom,latentdirichletallocation,0,CountVectorizer,800 x 3,800 x 500,"cf: [[289 111]
 [147 253]] ",nca: 0.355 ,r: 0.5624655819774719 ,ar: 0.12493867543449746 ,fm: 0.5636933910985448 ,mi: 0.06499751830337752 ,nmi: 0.09404672295075679 ,ami: 0.09322514144208 ,a: 0.6775 
fcps,atom,spectralcoclustering,0,CountVectorizer,800 x 3,800 x 500,"cf: [[142 258]
 [262 138]] ",nca: 0.30000000000000004 ,r: 0.5444305381727159 ,ar: 0.08885976330078155 ,fm: 0.543882512837976 ,mi: 0.04570548715141895 ,nmi: 0.06594145802976908 ,ami: 0.06509685564722939 ,a: 0.35 
fcps,atom,bayesiangaussianmixture,0,CountVectorizer,800 x 3,800 x 500,"cf: [[ 69 331]
 [347  53]] ",nca: 0.6950000000000001 ,r: 0.741188986232791 ,ar: 0.48237819949233185 ,fm: 0.7410725609006187 ,mi: 0.26687704639053056 ,nmi: 0.385244566847447 ,ami: 0.384688384072923 ,a: 0.1525 
fcps,atom,genie,0,CharTFIDF,800 x 3,800 x 500,"cf: [[232 168]
 [400   0]] ",nca: 0.41999999999999993 ,r: 0.5876846057571965 ,ar: 0.17571540017466322 ,fm: 0.6535753360187008 ,mi: 0.1738106705211483 ,nmi: 0.28797964707286405 ,ami: 0.2872392238014416 ,a: 0.29 
fcps,atom,kmeans,0,CharTFIDF,800 x 3,800 x 500,"cf: [[218 182]
 [400   0]] ",nca: 0.45500000000000007 ,r: 0.6030162703379224 ,ar: 0.20632671153947993 ,fm: 0.6595905880572842 ,mi: 0.19169202533789625 ,nmi: 0.3118502617014812 ,ami: 0.3111477940801052 ,a: 0.2725 
fcps,atom,agglomerative,0,CharTFIDF,800 x 3,800 x 500,"cf: [[232 168]
 [400   0]] ",nca: 0.41999999999999993 ,r: 0.5876846057571965 ,ar: 0.17571540017466322 ,fm: 0.6535753360187008 ,mi: 0.1738106705211483 ,nmi: 0.28797964707286405 ,ami: 0.2872392238014416 ,a: 0.29 
fcps,atom,spectral,0,CharTFIDF,800 x 3,800 x 500,"cf: [[232 168]
 [400   0]] ",nca: 0.41999999999999993 ,r: 0.5876846057571965 ,ar: 0.17571540017466322 ,fm: 0.6535753360187008 ,mi: 0.1738106705211483 ,nmi: 0.28797964707286405 ,ami: 0.2872392238014416 ,a: 0.29 
fcps,atom,gaussianmixture,0,CharTFIDF,800 x 3,800 x 500,"cf: [[235 165]
 [400   0]] ",nca: 0.4125000000000001 ,r: 0.5845588235294118 ,ar: 0.16947556948367218 ,fm: 0.6525261941000893 ,mi: 0.1700678560227089 ,nmi: 0.2829529540728578 ,ami: 0.2822041538048343 ,a: 0.29375 
fcps,atom,hdbscan,0,CharTFIDF,800 x 3,800 x 500,"cf: [[  3 164   3 ...   0   0  61]
 [  0   0   0 ...   2   5 118]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5511702127659575 ,ar: 0.1014322034953382 ,fm: 0.33476225678293103 ,mi: 0.48377418069953343 ,nmi: 0.23317857793576383 ,ami: 0.20649505915279787 ,a: 0.00375 
fcps,atom,kmodes,0,CharTFIDF,800 x 3,800 x 500,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,atom,birch,0,CharTFIDF,800 x 3,800 x 500,"cf: [[222 178]
 [  0 400]] ",nca: 0.5550000000000002 ,r: 0.6535794743429286 ,ar: 0.3073297506593054 ,fm: 0.6872731538310701 ,mi: 0.2470341739381316 ,nmi: 0.3848712178124125 ,ami: 0.38427016286960414 ,a: 0.7775 
fcps,atom,minibatchkmeans,0,CharTFIDF,800 x 3,800 x 500,"cf: [[182 218]
 [  0 400]] ",nca: 0.45500000000000007 ,r: 0.6030162703379224 ,ar: 0.20632671153947993 ,fm: 0.6595905880572842 ,mi: 0.19169202533789625 ,nmi: 0.3118502617014812 ,ami: 0.3111477940801052 ,a: 0.7275 
fcps,atom,kmedoids,0,CharTFIDF,800 x 3,800 x 500,"cf: [[182 218]
 [  0 400]] ",nca: 0.45500000000000007 ,r: 0.6030162703379224 ,ar: 0.20632671153947993 ,fm: 0.6595905880572842 ,mi: 0.19169202533789625 ,nmi: 0.3118502617014812 ,ami: 0.3111477940801052 ,a: 0.7275 
fcps,atom,latentdirichletallocation,0,CharTFIDF,800 x 3,800 x 500,"cf: [[248 152]
 [ 30 370]] ",nca: 0.5449999999999999 ,r: 0.648072590738423 ,ar: 0.2962261197559019 ,fm: 0.6639894679116207 ,mi: 0.1806609946509944 ,nmi: 0.2698381087560421 ,ami: 0.2691543985815347 ,a: 0.7725 
fcps,atom,spectralcoclustering,0,CharTFIDF,800 x 3,800 x 500,"cf: [[215 185]
 [  0 400]] ",nca: 0.5375000000000001 ,r: 0.6440081351689612 ,ar: 0.2882059535654701 ,fm: 0.6812807185888741 ,mi: 0.23684557537500356 ,nmi: 0.3714762114972583 ,ami: 0.37085789951284265 ,a: 0.76875 
fcps,atom,bayesiangaussianmixture,0,CharTFIDF,800 x 3,800 x 500,"cf: [[232 168]
 [400   0]] ",nca: 0.41999999999999993 ,r: 0.5876846057571965 ,ar: 0.17571540017466322 ,fm: 0.6535753360187008 ,mi: 0.1738106705211483 ,nmi: 0.28797964707286405 ,ami: 0.2872392238014416 ,a: 0.29 
fcps,atom,genie,0,Hashing,800 x 3,800 x 500,"cf: [[307  93]
 [320  80]] ",nca: 0.03249999999999997 ,r: 0.4999030037546934 ,ar: 0.000207936131415134 ,fm: 0.574449792251414 ,mi: 0.0007795980292985283 ,nmi: 0.001283006200885544 ,ami: 0.00025151708063004185 ,a: 0.48375 
fcps,atom,kmeans,0,Hashing,800 x 3,800 x 500,"cf: [[193 207]
 [216 184]] ",nca: 0.05750000000000011 ,r: 0.5010294117647058 ,ar: 0.002057893431317607 ,fm: 0.5005308964290986 ,mi: 0.0016548772457243843 ,nmi: 0.0023879192452630673 ,ami: 0.0014857166844786294 ,a: 0.47125 
fcps,atom,agglomerative,0,Hashing,800 x 3,800 x 500,"cf: [[268 132]
 [288 112]] ",nca: 0.050000000000000044 ,r: 0.5006257822277848 ,ar: 0.0014403269752720064 ,fm: 0.5367683865056508 ,mi: 0.001475477869505304 ,nmi: 0.0022557570521850997 ,ami: 0.0012992534833747838 ,a: 0.475 
fcps,atom,spectral,0,Hashing,800 x 3,800 x 500,"cf: [[160 240]
 [157 243]] ",nca: 0.007500000000000062 ,r: 0.49940237797246556 ,ar: -0.0011427954830977203 ,fm: 0.5094777140775779 ,mi: 2.9390781991267545e-05 ,nmi: 4.3075754942316855e-05 ,ami: -0.0008755664499690439 ,a: 0.50375 
fcps,atom,gaussianmixture,0,Hashing,800 x 3,800 x 500,"cf: [[276 124]
 [261 139]] ",nca: 0.03749999999999987 ,r: 0.5000782227784731 ,ar: 0.00030183532936014444 ,fm: 0.5280644714311252 ,mi: 0.0007968916541135074 ,nmi: 0.0012015521650091214 ,ami: 0.0002573341457391139 ,a: 0.51875 
fcps,atom,hdbscan,0,Hashing,800 x 3,800 x 500,"cf: [[ 0  4  1 ...  0  3 75]
 [ 3  2  2 ...  2  4 88]
 [ 0  0  0 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]] ",nca: nan ,r: 0.5006007509386733 ,ar: 6.501740336800186e-05 ,fm: 0.151579013400246 ,mi: 0.09142871361387529 ,nmi: 0.036441859789212674 ,ami: -0.002752982298084687 ,a: 0.0025 
fcps,atom,kmodes,0,Hashing,800 x 3,800 x 500,"cf: [[399   1]
 [400   0]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.49875 
fcps,atom,birch,0,Hashing,800 x 3,800 x 500,"cf: [[235 165]
 [252 148]] ",nca: 0.04249999999999998 ,r: 0.5002784730913642 ,ar: 0.0006146252185285163 ,fm: 0.5113790903992064 ,mi: 0.0009483293188844999 ,nmi: 0.0013920929734382245 ,ami: 0.00047322493823084085 ,a: 0.47875 
fcps,atom,minibatchkmeans,0,Hashing,800 x 3,800 x 500,"cf: [[180 220]
 [176 224]] ",nca: 0.010000000000000009 ,r: 0.49942428035043807 ,ar: -0.001137827358758094 ,fm: 0.501827663463256 ,mi: 5.0613305908053796e-05 ,nmi: 7.334028222778896e-05 ,ami: -0.0008347918051524921 ,a: 0.505 
fcps,atom,kmedoids,0,Hashing,800 x 3,800 x 500,"cf: [[199 201]
 [213 187]] ",nca: 0.03499999999999992 ,r: 0.4999874843554443 ,ar: -2.546989608658336e-05 ,fm: 0.49958670342909445 ,mi: 0.0006131775376050919 ,nmi: 0.0008849154850061839 ,ami: -1.8775740363710794e-05 ,a: 0.4825 
fcps,atom,latentdirichletallocation,0,Hashing,800 x 3,800 x 500,"cf: [[230 170]
 [248 152]] ",nca: 0.04499999999999993 ,r: 0.5003879849812265 ,ar: 0.0008220159684746852 ,fm: 0.5092072609041979 ,mi: 0.0010529502752124054 ,nmi: 0.001540347379191769 ,ami: 0.0006248060538270362 ,a: 0.4775 
fcps,atom,spectralcoclustering,0,Hashing,800 x 3,800 x 500,"cf: [[213 187]
 [205 195]] ",nca: 0.020000000000000018 ,r: 0.49957446808510636 ,ar: -0.0008500918277744971 ,fm: 0.4994556967404142 ,mi: 0.0002004193201443072 ,nmi: 0.00028935536550150177 ,ami: -0.0006152447879547331 ,a: 0.51 
fcps,atom,bayesiangaussianmixture,0,Hashing,800 x 3,800 x 500,"cf: [[175 225]
 [171 229]] ",nca: 0.010000000000000009 ,r: 0.49942428035043807 ,ar: -0.0011301433623273453 ,fm: 0.5033548280426532 ,mi: 5.0929094621066096e-05 ,nmi: 7.396281814519308e-05 ,ami: -0.0008362148252599016 ,a: 0.505 
fcps,atom,genie,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[247 153]
 [400   0]] ",nca: 0.38250000000000006 ,r: 0.5726188986232791 ,ar: 0.14564469269222696 ,fm: 0.6491593568726428 ,mi: 0.15539303737022048 ,nmi: 0.26311545135084075 ,ami: 0.2623321175688664 ,a: 0.30875 
fcps,atom,kmeans,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[139 261]
 [362  38]] ",nca: 0.5575000000000001 ,r: 0.6549718397997497 ,ar: 0.3099977264504423 ,fm: 0.6655570341405567 ,mi: 0.18100080140943117 ,nmi: 0.2673436306598181 ,ami: 0.26666526881432984 ,a: 0.22125 
fcps,atom,agglomerative,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[311  89]
 [ 65 335]] ",nca: 0.615 ,r: 0.6887234042553192 ,ar: 0.377448641835701 ,fm: 0.6888958438846474 ,mi: 0.204422968516902 ,nmi: 0.2953036631302683 ,ami: 0.29466564429588177 ,a: 0.8075 
fcps,atom,spectral,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[168 232]
 [341  59]] ",nca: 0.4325000000000001 ,r: 0.5930193992490613 ,ar: 0.1861132580543629 ,fm: 0.6075236942479085 ,mi: 0.1062253574841045 ,nmi: 0.15752346211881613 ,ami: 0.1567402823383181 ,a: 0.28375 
fcps,atom,gaussianmixture,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[172 228]
 [339  61]] ",nca: 0.4175 ,r: 0.5866364205256571 ,ar: 0.17335131687362781 ,fm: 0.6019161971026092 ,mi: 0.09896595814930079 ,nmi: 0.1469121053283932 ,ami: 0.14611822310156558 ,a: 0.29125 
fcps,atom,hdbscan,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[  3  10   3 ...   0   1 110]
 [  3   0   0 ...   6   1 118]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5053598247809762 ,ar: 0.009696205389635814 ,fm: 0.22020156673972105 ,mi: 0.41363689690565075 ,nmi: 0.18273192110601202 ,ami: 0.1499486221122788 ,a: 0.00375 
fcps,atom,kmodes,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,atom,birch,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[228 172]
 [ 55 345]] ",nca: 0.4325000000000001 ,r: 0.5930193992490613 ,ar: 0.18612478178150213 ,fm: 0.6097819416830728 ,mi: 0.10788013596399185 ,nmi: 0.16066928640225173 ,ami: 0.15988562679728366 ,a: 0.71625 
fcps,atom,minibatchkmeans,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[304  96]
 [ 22 378]] ",nca: 0.7050000000000001 ,r: 0.74819774718398 ,ar: 0.4964163034486397 ,fm: 0.7522414357753279 ,mi: 0.2939046439567931 ,nmi: 0.4293452890267464 ,ami: 0.4288227662260754 ,a: 0.8525 
fcps,atom,kmedoids,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[104 296]
 [381  19]] ",nca: 0.6924999999999999 ,r: 0.7394524405506884 ,ar: 0.47893355032189006 ,fm: 0.7450825845527012 ,mi: 0.2883238820390778 ,nmi: 0.4229039301580646 ,ami: 0.4223733446375481 ,a: 0.15375 
fcps,atom,latentdirichletallocation,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[114 286]
 [248 152]] ",nca: 0.33499999999999996 ,r: 0.5555569461827284 ,ar: 0.11112255278065307 ,fm: 0.5570096777603392 ,mi: 0.05778888281392938 ,nmi: 0.0836444149979788 ,ami: 0.08281311877799728 ,a: 0.3325 
fcps,atom,spectralcoclustering,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[250 150]
 [309  91]] ",nca: 0.14749999999999996 ,r: 0.5102659574468085 ,ar: 0.020724279992774926 ,fm: 0.5471135584831931 ,mi: 0.013019151521805605 ,nmi: 0.019951700016359927 ,ami: 0.019009891726992734 ,a: 0.42625 
fcps,atom,bayesiangaussianmixture,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[174 226]
 [339  61]] ",nca: 0.4125000000000001 ,r: 0.5845588235294118 ,ar: 0.1691994321150636 ,fm: 0.6004823304101269 ,mi: 0.09684839245968627 ,nmi: 0.1439222977171107 ,ami: 0.1431247742972547 ,a: 0.29375 
fcps,atom,genie,0,DistilBERT,800 x 3,800 x 768,"cf: [[125 275]
 [392   8]] ",nca: 0.6675 ,r: 0.7224311639549437 ,ar: 0.4449209702133361 ,fm: 0.7341327444126722 ,mi: 0.2901744360580709 ,nmi: 0.43216593265313996 ,ami: 0.4316357618709973 ,a: 0.16625 
fcps,atom,kmeans,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 43 357]
 [387  13]] ",nca: 0.8599999999999999 ,r: 0.8696370463078849 ,ar: 0.7392755220240459 ,fm: 0.8698441129481657 ,mi: 0.4480399619322561 ,nmi: 0.6477003137553954 ,ami: 0.6473811125830697 ,a: 0.07 
fcps,atom,agglomerative,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 39 361]
 [362  38]] ",nca: 0.8075000000000001 ,r: 0.8258103879849812 ,ar: 0.6516202329916961 ,fm: 0.8255926516561451 ,mi: 0.376388665833405 ,nmi: 0.5430152857169729 ,ami: 0.5426020811831631 ,a: 0.09625 
fcps,atom,spectral,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 43 357]
 [388  12]] ",nca: 0.8624999999999998 ,r: 0.8717928660826032 ,ar: 0.7435872604373647 ,fm: 0.8720214445181075 ,mi: 0.4521417832546583 ,nmi: 0.6537202816605031 ,ami: 0.653406491216492 ,a: 0.06875 
fcps,atom,gaussianmixture,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 45 355]
 [387  13]] ",nca: 0.855 ,r: 0.8653441802252816 ,ar: 0.7306900984754007 ,fm: 0.865611001138671 ,mi: 0.44242461779162134 ,nmi: 0.6397621520181954 ,ami: 0.6394356661159283 ,a: 0.0725 
fcps,atom,hdbscan,0,DistilBERT,800 x 3,800 x 768,"cf: [[  0   0   3 ...   0   0 129]
 [  4   3   0 ...   3   2 115]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5042428035043804 ,ar: 0.007485787318353877 ,fm: 0.22919323868144073 ,mi: 0.3865730296614592 ,nmi: 0.17061455733485753 ,ami: 0.13466758539766882 ,a: 0.00375 
fcps,atom,kmodes,0,DistilBERT,800 x 3,800 x 768,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,atom,birch,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 62 338]
 [389  11]] ",nca: 0.8174999999999999 ,r: 0.8339455569461828 ,ar: 0.6678973590144831 ,fm: 0.8351085868579834 ,mi: 0.4063836633725182 ,nmi: 0.5897549789745034 ,ami: 0.5893818259450203 ,a: 0.09125 
fcps,atom,minibatchkmeans,0,DistilBERT,800 x 3,800 x 768,"cf: [[357  43]
 [ 13 387]] ",nca: 0.8599999999999999 ,r: 0.8696370463078849 ,ar: 0.7392755220240459 ,fm: 0.8698441129481657 ,mi: 0.4480399619322561 ,nmi: 0.6477003137553954 ,ami: 0.6473811125830697 ,a: 0.93 
fcps,atom,kmedoids,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 35 365]
 [385  15]] ",nca: 0.875 ,r: 0.882665832290363 ,ar: 0.765332032167819 ,fm: 0.8826665236010511 ,mi: 0.4635810532559344 ,nmi: 0.6694099348286068 ,ami: 0.669110744708201 ,a: 0.0625 
fcps,atom,latentdirichletallocation,0,DistilBERT,800 x 3,800 x 768,"cf: [[188 212]
 [152 248]] ",nca: 0.08999999999999986 ,r: 0.5034292866082604 ,ar: 0.006885018906108537 ,fm: 0.508383537131737 ,mi: 0.004149495947860016 ,nmi: 0.006035622615444688 ,ami: 0.005129443942812639 ,a: 0.545 
fcps,atom,spectralcoclustering,0,DistilBERT,800 x 3,800 x 768,"cf: [[320  80]
 [ 55 345]] ",nca: 0.6625000000000001 ,r: 0.719102002503129 ,ar: 0.4382058750104019 ,fm: 0.7193009904389175 ,mi: 0.24079198300962218 ,nmi: 0.3478798409659269 ,ami: 0.3472893577085503 ,a: 0.83125 
fcps,atom,bayesiangaussianmixture,0,DistilBERT,800 x 3,800 x 768,"cf: [[354  46]
 [ 13 387]] ",nca: 0.8525 ,r: 0.8632071339173968 ,ar: 0.7264161727192036 ,fm: 0.8635063915387222 ,mi: 0.43965477415528814 ,nmi: 0.635850446297375 ,ami: 0.6355203662208562 ,a: 0.92625 
fcps,atom,genie,0,Doc2Vec,800 x 3,800 x 50,"cf: [[344  56]
 [335  65]] ",nca: 0.022499999999999964 ,r: 0.4996276595744681 ,ar: -0.00013650825548938323 ,fm: 0.6090424360163991 ,mi: 0.000493335425782615 ,nmi: 0.0008825175382638004 ,ami: -0.00024059102681409135 ,a: 0.51125 
