wut,x2,spectral,1,UMAP_local,120 x 2,120 x 2,"cf: [[ 0  0  4  1  5]
 [ 0  0 22  0  0]
 [ 0  0  0 31 15]
 [ 0 31  0  0  0]
 [ 0  0 11  0  0]] ",nca: 0.5579710144927535 ,r: 0.8635854341736695 ,ar: 0.6413959648872941 ,fm: 0.7330097839016064 ,mi: 1.042888473834021 ,nmi: 0.740193854129324 ,ami: 0.729731002692742 ,a: 0.0 
wut,x2,gaussianmixture,1,UMAP_local,120 x 2,120 x 2,"cf: [[ 0  4  6  0  0]
 [ 0 17  0  0  5]
 [ 0  0 46  0  0]
 [ 0  0  0 31  0]
 [ 0  0  0  0 11]] ",nca: 0.9242424242424242 ,r: 0.9288515406162465 ,ar: 0.8226362626281297 ,fm: 0.8738132799672845 ,mi: 1.1313592287307837 ,nmi: 0.8257930539201207 ,ami: 0.818470011615652 ,a: 0.875 
wut,x2,hdbscan,1,UMAP_local,120 x 2,120 x 2,"cf: [[ 0  0  0  0  0  0]
 [ 1  4  0  0  5  0]
 [ 0 22  0  0  0  0]
 [ 1  0  0 31 14  0]
 [ 0  0 31  0  0  0]
 [ 0 11  0  0  0  0]] ",nca: nan ,r: 0.8665266106442577 ,ar: 0.6460169164753452 ,fm: 0.7353168900047351 ,mi: 1.0708885209542691 ,nmi: 0.7445785883979595 ,ami: 0.7313920682668141 ,a: 0.2916666666666667 
wut,x2,kmodes,1,UMAP_local,120 x 2,120 x 2,"cf: [[ 0 10  0  0  0]
 [ 0 22  0  0  0]
 [ 0 44  0  1  1]
 [ 0 30  1  0  0]
 [ 0 11  0  0  0]] ",nca: 0.017999064983637236 ,r: 0.2726890756302521 ,ar: -0.01098763388121537 ,fm: 0.48568272945753593 ,mi: 0.02744847106031901 ,nmi: 0.03433796487265824 ,ami: -0.012244400528875444 ,a: 0.18333333333333332 
wut,x2,birch,1,UMAP_local,120 x 2,120 x 2,"cf: [[ 0  1  4  0  5]
 [ 0  0 22  0  0]
 [ 0 32  0  0 14]
 [ 0  0  0 31  0]
 [ 0  0 11  0  0]] ",nca: 0.5652173913043478 ,r: 0.8665266106442577 ,ar: 0.649943821612011 ,fm: 0.7396886372637969 ,mi: 1.0450976353069132 ,nmi: 0.7428842200040812 ,ami: 0.7325048732443017 ,a: 0.25833333333333336 
wut,x2,minibatchkmeans,1,UMAP_local,120 x 2,120 x 2,"cf: [[ 0  6  4  0  0]
 [ 0  0 17  0  5]
 [ 0 46  0  0  0]
 [ 0  0  0 31  0]
 [ 0  0  0  0 11]] ",nca: 0.9242424242424242 ,r: 0.9288515406162465 ,ar: 0.8226362626281297 ,fm: 0.8738132799672845 ,mi: 1.1313592287307837 ,nmi: 0.8257930539201207 ,ami: 0.818470011615652 ,a: 0.35 
wut,x2,latentdirichletallocation,1,UMAP_local,120 x 2,120 x 2,"cf: [[ 0  0  0  4  6]
 [ 0  0  0 22  0]
 [ 0  0  0  0 46]
 [ 0  0  0  0 31]
 [ 0  0  0 11  0]] ",nca: 0.3333333333333333 ,r: 0.6798319327731093 ,ar: 0.40048312376250317 ,fm: 0.6620185146110087 ,mi: 0.5616763270733249 ,nmi: 0.542129084587922 ,ami: 0.5342155229794816 ,a: 0.0 
wut,x2,spectralcoclustering,1,UMAP_local,120 x 2,120 x 2,"cf: [[ 0  4  0  6  0]
 [ 0 17  0  0  5]
 [ 0  0  7 39  0]
 [ 0  0 20 11  0]
 [ 0  0  0  0 11]] ",nca: 0.7552382166687917 ,r: 0.7767507002801121 ,ar: 0.4527756496328634 ,fm: 0.6094434747524263 ,mi: 0.7791229602204162 ,nmi: 0.573029196668375 ,ami: 0.5548816970918213 ,a: 0.38333333333333336 
wut,x2,bayesiangaussianmixture,1,UMAP_local,120 x 2,120 x 2,"cf: [[ 0  0  4  6  0]
 [ 0  0 22  0  0]
 [ 0  0  0 46  0]
 [ 0 31  0  0  0]
 [ 0  0 11  0  0]] ",nca: nan ,r: 0.9056022408963585 ,ar: 0.7773991564558713 ,fm: 0.8519446934885726 ,mi: 1.0187221082553575 ,nmi: 0.8055818144952137 ,ami: 0.7999550832660578 ,a: 0.0 
wut,x2,genie,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  6  4  0  0]
 [ 0  0  5 17  0]
 [ 0 46  0  0  0]
 [ 0  0  0  0 31]
 [ 0  0 11  0  0]] ",nca: 0.9242424242424242 ,r: 0.9294117647058824 ,ar: 0.823913037733997 ,fm: 0.8746384107271198 ,mi: 1.1331685489640577 ,nmi: 0.8265678976289067 ,ami: 0.8192839764834705 ,a: 0.0 
wut,x2,kmeans,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  4  5  0  1]
 [ 0 22  0  0  0]
 [ 0  0 20  0 26]
 [ 0  0  0 31  0]
 [ 0 11  0  0  0]] ",nca: 0.5217391304347826 ,r: 0.8530812324929972 ,ar: 0.611343098818876 ,fm: 0.7097248360874074 ,mi: 1.0338009943416446 ,nmi: 0.730807523243185 ,ami: 0.7200364176507338 ,a: 0.6083333333333333 
wut,x2,agglomerative,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  4  1  0  5]
 [ 0 22  0  0  0]
 [ 0  0 32  0 14]
 [ 0  0  0 31  0]
 [ 0 11  0  0  0]] ",nca: 0.5652173913043478 ,r: 0.8665266106442577 ,ar: 0.649943821612011 ,fm: 0.7396886372637969 ,mi: 1.0450976353069132 ,nmi: 0.7428842200040812 ,ami: 0.7325048732443017 ,a: 0.7083333333333334 
wut,x2,spectral,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  0  1  4  5]
 [ 0  0  0 22  0]
 [ 0  0 27  0 19]
 [ 0 31  0  0  0]
 [ 0  0  0 11  0]] ",nca: 0.5289855072463768 ,r: 0.8546218487394958 ,ar: 0.6156267357896685 ,fm: 0.713000172590871 ,mi: 1.0353947719850314 ,nmi: 0.7321833345097274 ,ami: 0.7214613489709927 ,a: 0.225 
wut,x2,gaussianmixture,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  4  0  6  0]
 [ 0 22  0  0  0]
 [ 0  0  0 46  0]
 [ 0  0 15  0 16]
 [ 0 11  0  0  0]] ",nca: 0.5053763440860215 ,r: 0.8719887955182073 ,ar: 0.6860113896866956 ,fm: 0.7777535064276707 ,mi: 1.0187221082553575 ,nmi: 0.7523554576331947 ,ami: 0.7417569770964926 ,a: 0.18333333333333332 
wut,x2,hdbscan,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  0  0  0  0  0]
 [ 0  6  0  4  0  0]
 [ 7  0  0 14  1  0]
 [ 0 46  0  0  0  0]
 [ 0  0 31  0  0  0]
 [ 4  0  0  0  7  0]] ",nca: nan ,r: 0.9246498599439776 ,ar: 0.809110319478279 ,fm: 0.8616622002248113 ,mi: 1.1347206996110835 ,nmi: 0.7961464063751745 ,ami: 0.7847602960479233 ,a: 0.05 
wut,x2,kmodes,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  9  1  0  0]
 [ 0 22  0  0  0]
 [ 0 44  0  1  1]
 [ 0 31  0  0  0]
 [ 0 11  0  0  0]] ",nca: 0.007246376811594235 ,r: 0.2785714285714286 ,ar: -0.002810957466231537 ,fm: 0.49164028630251744 ,mi: 0.03717223902082221 ,nmi: 0.0465023729347282 ,ami: 0.000506803824886755 ,a: 0.18333333333333332 
wut,x2,birch,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  4  1  0  5]
 [ 0 22  0  0  0]
 [ 0  0 32  0 14]
 [ 0  0  0 31  0]
 [ 0 11  0  0  0]] ",nca: 0.5652173913043478 ,r: 0.8665266106442577 ,ar: 0.649943821612011 ,fm: 0.7396886372637969 ,mi: 1.0450976353069132 ,nmi: 0.7428842200040812 ,ami: 0.7325048732443017 ,a: 0.7083333333333334 
wut,x2,minibatchkmeans,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  1  4  0  5]
 [ 0  0 22  0  0]
 [ 0 27  0  0 19]
 [ 0  0  0 31  0]
 [ 0  0 11  0  0]] ",nca: 0.5289855072463768 ,r: 0.8546218487394958 ,ar: 0.6156267357896685 ,fm: 0.713000172590871 ,mi: 1.0353947719850314 ,nmi: 0.7321833345097274 ,ami: 0.7214613489709927 ,a: 0.25833333333333336 
wut,x2,latentdirichletallocation,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  0  0  7  3]
 [ 0  0  0 22  0]
 [ 0  0  0  9 37]
 [ 0  0  0  0 31]
 [ 0  0  0 11  0]] ",nca: 0.3333333333333333 ,r: 0.6445378151260505 ,ar: 0.2977946701227739 ,fm: 0.5704747920525763 ,mi: 0.4358531663442201 ,nmi: 0.40913685064419325 ,ami: 0.3993357649543941 ,a: 0.0 
wut,x2,spectralcoclustering,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  1  4  5  0]
 [ 0  0 22  0  0]
 [ 0  2  0 44  0]
 [ 0 16  0  0 15]
 [ 0  0 11  0  0]] ",nca: 0.4908835904628332 ,r: 0.8598039215686275 ,ar: 0.6503312370252778 ,fm: 0.7484974644259675 ,mi: 0.9541581455246474 ,nmi: 0.697838923401868 ,ami: 0.6850937656199301 ,a: 0.0 
wut,x2,bayesiangaussianmixture,1,UMAP_global,120 x 2,120 x 2,"cf: [[ 0  6  4  0  0]
 [ 0  0 22  0  0]
 [ 0 41  0  0  5]
 [ 0  0  0  0 31]
 [ 0  0 11  0  0]] ",nca: 0.6304347826086957 ,r: 0.8593837535014006 ,ar: 0.6640873199776614 ,fm: 0.7678983753223552 ,mi: 0.9032287557472725 ,nmi: 0.7096817103590005 ,ami: 0.7013654047351848 ,a: 0.0 
wut,x2,genie,1,Base,120 x 2,120 x 2,"cf: [[ 0  6  4  0  0]
 [ 0  0 22  0  0]
 [ 0 46  0  0  0]
 [ 0  0  0 15 16]
 [ 0  0 11  0  0]] ",nca: 0.5053763440860215 ,r: 0.8719887955182073 ,ar: 0.6860113896866956 ,fm: 0.7777535064276707 ,mi: 1.0187221082553575 ,nmi: 0.7523554576331947 ,ami: 0.7417569770964926 ,a: 0.125 
wut,x2,kmeans,1,Base,120 x 2,120 x 2,"cf: [[ 0  4  5  1  0]
 [ 0 21  1  0  0]
 [ 0  0 46  0  0]
 [ 0  0  0 31  0]
 [ 0  0  0  0 11]] ",nca: 0.9848484848484849 ,r: 0.9375350140056022 ,ar: 0.8457520789833987 ,fm: 0.8920527426088699 ,mi: 1.1481716379212625 ,nmi: 0.8457874344510287 ,ami: 0.8392286130112506 ,a: 0.9083333333333333 
wut,x2,agglomerative,1,Base,120 x 2,120 x 2,"cf: [[ 0  4  6  0  0]
 [ 0 21  1  0  0]
 [ 0  0 46  0  0]
 [ 0  0  0  0 31]
 [ 0  0  0 11  0]] ",nca: 0.9848484848484849 ,r: 0.9359943977591036 ,ar: 0.84250494642722 ,fm: 0.8902734837174145 ,mi: 1.1664425941856067 ,nmi: 0.8605959158107496 ,ami: 0.854653527614109 ,a: 0.5583333333333333 
wut,x2,spectral,1,Base,120 x 2,120 x 2,"cf: [[ 0  1  3  0  6]
 [ 0 21  0  0  1]
 [ 0  0  0  0 46]
 [ 0  0  0  0 31]
 [ 0  6  0  5  0]] ",nca: 0.4696969696969697 ,r: 0.6915966386554622 ,ar: 0.4079919884163996 ,fm: 0.6579453826115977 ,mi: 0.6419926972035378 ,nmi: 0.5660730672488324 ,ami: 0.5440996982147925 ,a: 0.175 
wut,x2,gaussianmixture,1,Base,120 x 2,120 x 2,"cf: [[ 0  4  0  6  0]
 [ 0 22  0  0  0]
 [ 0  0  0 46  0]
 [ 0  0 31  0  0]
 [ 0  2  0  0  9]] ",nca: 0.9393939393939394 ,r: 0.9358543417366947 ,ar: 0.8423455802699118 ,fm: 0.8903522725017939 ,mi: 1.1463194652825943 ,nmi: 0.8490567310882281 ,ami: 0.8426028358407748 ,a: 0.25833333333333336 
wut,x2,hdbscan,1,Base,120 x 2,120 x 2,"cf: [[ 0  0  0  0  0  0]
 [10  0  0  0  0  0]
 [ 2 20  0  0  0  0]
 [ 4  0 42  0  0  0]
 [21  0  0  5  5  0]
 [10  1  0  0  0  0]] ",nca: nan ,r: 0.8253501400560224 ,ar: 0.5683647641048702 ,fm: 0.6909953661169543 ,mi: 0.8871929208990798 ,nmi: 0.6431791497428193 ,ami: 0.6228999095262545 ,a: 0.041666666666666664 
wut,x2,kmodes,1,Base,120 x 2,120 x 2,"cf: [[ 0  9  0  0  1]
 [ 0 22  0  0  0]
 [ 0 45  0  1  0]
 [ 0 30  1  0  0]
 [ 0 11  0  0  0]] ",nca: 0.017999064983637236 ,r: 0.28249299719887955 ,ar: 0.002640160143757685 ,fm: 0.4956119908658384 ,mi: 0.04032045783820577 ,nmi: 0.05044078636858385 ,ami: 0.004635201546210001 ,a: 0.18333333333333332 
wut,x2,birch,1,Base,120 x 2,120 x 2,"cf: [[ 0  6  4  0  0]
 [ 0  0  0  0 22]
 [ 0 45  0  0  1]
 [ 0 31  0  0  0]
 [ 0  0  0 11  0]] ",nca: 0.6666666666666666 ,r: 0.7280112044817927 ,ar: 0.460804553763882 ,fm: 0.6829824188407986 ,mi: 0.8130152464801509 ,nmi: 0.6879467869164935 ,ami: 0.6723813483635639 ,a: 0.0 
wut,x2,minibatchkmeans,1,Base,120 x 2,120 x 2,"cf: [[ 0  5  0  1  4]
 [ 0  1  1  0 20]
 [ 0 46  0  0  0]
 [ 0  0  0 31  0]
 [ 0  0 11  0  0]] ",nca: 0.9696969696969697 ,r: 0.9337535014005602 ,ar: 0.8360551486786333 ,fm: 0.8846807054948772 ,mi: 1.120973689384332 ,nmi: 0.8238392863175306 ,ami: 0.8163669242678517 ,a: 0.26666666666666666 
wut,x2,latentdirichletallocation,1,Base,120 x 2,120 x 2,"cf: [[ 0  0  0  1  9]
 [ 0  0  0  0 22]
 [ 0 33  0 10  3]
 [ 0 31  0  0  0]
 [ 0  0  0 11  0]] ",nca: 0.6666666666666666 ,r: 0.7320728291316526 ,ar: 0.40196669253406064 ,fm: 0.6011088637197148 ,mi: 0.6897450278326656 ,nmi: 0.5612368327777566 ,ami: 0.5479534361086539 ,a: 0.0 
wut,x2,spectralcoclustering,1,Base,120 x 2,120 x 2,"cf: [[ 0  1  1  0  8]
 [ 0 16  0  4  2]
 [ 0 16  1 29  0]
 [ 0 11  4 10  6]
 [ 0  0  6  5  0]] ",nca: 0.36557014747758093 ,r: 0.6586834733893557 ,ar: 0.16879259296767593 ,fm: 0.4065435899285328 ,mi: 0.35381315642379585 ,nmi: 0.2632873139983969 ,ami: 0.23141690765837172 ,a: 0.225 
wut,x2,bayesiangaussianmixture,1,Base,120 x 2,120 x 2,"cf: [[ 0  0  1  5  4]
 [ 0  0  0  0 22]
 [ 0 44  0  1  1]
 [ 0 31  0  0  0]
 [ 0  0  0  0 11]] ",nca: 0.34057971014492755 ,r: 0.7341736694677871 ,ar: 0.46270227484789667 ,fm: 0.6773511897926284 ,mi: 0.6888493788688831 ,nmi: 0.5984988927916093 ,ami: 0.580595458145604 ,a: 0.09166666666666666 
wut,x3,genie,0,UMAP_local,185 x 2,185 x 2,"cf: [[ 2 63  0  0]
 [ 4  0 46  0]
 [40  0  0  0]
 [ 0  0  0 30]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735285 ,nmi: 0.9109479589676058 ,ami: 0.9092658015633156 ,a: 0.17297297297297298 
wut,x3,kmeans,0,UMAP_local,185 x 2,185 x 2,"cf: [[63  0  2  0]
 [ 0  0  4 46]
 [ 0  0 40  0]
 [ 0 30  0  0]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735285 ,nmi: 0.9109479589676058 ,ami: 0.9092658015633156 ,a: 0.5567567567567567 
wut,x3,agglomerative,0,UMAP_local,185 x 2,185 x 2,"cf: [[ 2  0  0 63]
 [ 4 46  0  0]
 [40  0  0  0]
 [ 0  0 30  0]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735285 ,nmi: 0.9109479589676058 ,ami: 0.9092658015633156 ,a: 0.2594594594594595 
wut,x3,spectral,0,UMAP_local,185 x 2,185 x 2,"cf: [[ 0 63  2  0]
 [46  0  4  0]
 [ 0  0 40  0]
 [ 0  0  0 30]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735282 ,nmi: 0.9109479589676056 ,ami: 0.9092658015633155 ,a: 0.3783783783783784 
wut,x3,gaussianmixture,0,UMAP_local,185 x 2,185 x 2,"cf: [[63  0  2  0]
 [ 0  0  4 46]
 [ 0  0 40  0]
 [ 0 30  0  0]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735285 ,nmi: 0.9109479589676058 ,ami: 0.9092658015633156 ,a: 0.5567567567567567 
wut,x3,hdbscan,0,UMAP_local,185 x 2,185 x 2,"cf: [[ 0  0  0  0  0]
 [63  0  2  0  0]
 [ 0  0  4 46  0]
 [ 0  0 40  0  0]
 [ 0 30  0  0  0]] ",nca: nan ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735285 ,nmi: 0.9109479589676058 ,ami: 0.9092658015633156 ,a: 0.021621621621621623 
wut,x3,kmodes,0,UMAP_local,185 x 2,185 x 2,"cf: [[64  1  0  0]
 [49  0  1  0]
 [39  0  0  1]
 [30  0  0  0]] ",nca: 0.02012820512820516 ,r: 0.2799647473560517 ,ar: -0.001013202636976003 ,fm: 0.5062364694759048 ,mi: 0.02103635542609716 ,nmi: 0.029056280162425924 ,ami: -0.0013439905805391911 ,a: 0.34594594594594597 
wut,x3,birch,0,UMAP_local,185 x 2,185 x 2,"cf: [[ 2 63  0  0]
 [ 4  0  0 46]
 [40  0  0  0]
 [ 0  0 30  0]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735285 ,nmi: 0.9109479589676058 ,ami: 0.9092658015633156 ,a: 0.010810810810810811 
wut,x3,minibatchkmeans,0,UMAP_local,185 x 2,185 x 2,"cf: [[63  2  0  0]
 [ 0  4 46  0]
 [ 0 40  0  0]
 [ 0  0  0 30]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735285 ,nmi: 0.9109479589676058 ,ami: 0.9092658015633156 ,a: 0.5243243243243243 
wut,x3,latentdirichletallocation,0,UMAP_local,185 x 2,185 x 2,"cf: [[ 0  0 65  0]
 [39  0 11  0]
 [ 0  0 40  0]
 [ 0  0  0 30]] ",nca: 0.5933333333333334 ,r: 0.7541715628672151 ,ar: 0.48967375148952125 ,fm: 0.6869673716351723 ,mi: 0.7734548202738477 ,nmi: 0.6835366051154536 ,ami: 0.6787856340177554 ,a: 0.3783783783783784 
wut,x3,spectralcoclustering,0,UMAP_local,185 x 2,185 x 2,"cf: [[ 0 64  0  1]
 [46  4  0  0]
 [ 0 31  0  9]
 [ 0  0 30  0]] ",nca: 0.7098717948717949 ,r: 0.8296122209165687 ,ar: 0.6135787781642494 ,fm: 0.744383564531488 ,mi: 0.9148000455769913 ,nmi: 0.7375682047260008 ,ami: 0.7319478250745158 ,a: 0.021621621621621623 
wut,x3,bayesiangaussianmixture,0,UMAP_local,185 x 2,185 x 2,"cf: [[63  0  0  2]
 [ 0 46  0  4]
 [ 0  0  0 40]
 [ 0  0 30  0]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735282 ,nmi: 0.9109479589676056 ,ami: 0.9092658015633155 ,a: 0.5891891891891892 
wut,x3,genie,0,UMAP_global,185 x 2,185 x 2,"cf: [[ 2 63  0  0]
 [ 4  0 46  0]
 [40  0  0  0]
 [ 0  0  2 28]] ",nca: 0.9408547008547009 ,r: 0.9585193889541715 ,ar: 0.8934670490560899 ,fm: 0.9216812248237816 ,mi: 1.185371356854823 ,nmi: 0.8793734733572021 ,ami: 0.8770886554605559 ,a: 0.16216216216216217 
wut,x3,kmeans,0,UMAP_global,185 x 2,185 x 2,"cf: [[ 2 63  0  0]
 [ 4  0 46  0]
 [40  0  0  0]
 [ 0  0  0 30]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735285 ,nmi: 0.9109479589676058 ,ami: 0.9092658015633156 ,a: 0.17297297297297298 
wut,x3,agglomerative,0,UMAP_global,185 x 2,185 x 2,"cf: [[ 2 63  0  0]
 [ 4  0 46  0]
 [40  0  0  0]
 [ 0  0  3 27]] ",nca: 0.9297435897435897 ,r: 0.9543478260869566 ,ar: 0.8829273345190027 ,fm: 0.9140012467657622 ,mi: 1.1693064726442421 ,nmi: 0.8684436678413204 ,ami: 0.865947758364779 ,a: 0.15675675675675677 
wut,x3,spectral,0,UMAP_global,185 x 2,185 x 2,"cf: [[ 0 63  2  0]
 [46  0  4  0]
 [ 0  0 40  0]
 [ 1  0  0 29]] ",nca: 0.951965811965812 ,r: 0.9628084606345476 ,ar: 0.9043539247289395 ,fm: 0.9296392043579754 ,mi: 1.204151988649883 ,nmi: 0.8923919185666638 ,ami: 0.890356642270249 ,a: 0.372972972972973 
wut,x3,gaussianmixture,0,UMAP_global,185 x 2,185 x 2,"cf: [[63  0  2  0]
 [ 0  0  4 46]
 [ 0  0 40  0]
 [ 0 30  0  0]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735285 ,nmi: 0.9109479589676058 ,ami: 0.9092658015633156 ,a: 0.5567567567567567 
wut,x3,hdbscan,0,UMAP_global,185 x 2,185 x 2,"cf: [[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 1 63  0  1  0  0]
 [ 2  0  0  4 44  0]
 [ 2  0  0 38  0  0]
 [ 2  0 28  0  0  0]] ",nca: nan ,r: 0.9563454759106933 ,ar: 0.8855105610117046 ,fm: 0.9154159561745389 ,mi: 1.1990149394036527 ,nmi: 0.8550729433432095 ,ami: 0.8513859055042023 ,a: 0.021621621621621623 
wut,x3,kmodes,0,UMAP_global,185 x 2,185 x 2,"cf: [[64  1  0  0]
 [49  0  1  0]
 [39  0  0  1]
 [30  0  0  0]] ",nca: 0.02012820512820516 ,r: 0.2799647473560517 ,ar: -0.001013202636976003 ,fm: 0.5062364694759048 ,mi: 0.02103635542609716 ,nmi: 0.029056280162425924 ,ami: -0.0013439905805391911 ,a: 0.34594594594594597 
wut,x3,birch,0,UMAP_global,185 x 2,185 x 2,"cf: [[ 0 63  2  0]
 [ 7  0  4 39]
 [ 0  0 40  0]
 [30  0  0  0]] ",nca: 0.9164102564102564 ,r: 0.9388366627497062 ,ar: 0.8418087096270173 ,fm: 0.8833173435025529 ,mi: 1.133302057662261 ,nmi: 0.8363246054904274 ,ami: 0.8332470198845432 ,a: 0.21621621621621623 
wut,x3,minibatchkmeans,0,UMAP_global,185 x 2,185 x 2,"cf: [[63  2  0  0]
 [ 0  4  0 46]
 [ 0 40  0  0]
 [ 0  0 30  0]] ",nca: 0.963076923076923 ,r: 0.9672150411280847 ,ar: 0.9155847318755997 ,fm: 0.9378704366927157 ,mi: 1.2303110861735285 ,nmi: 0.9109479589676058 ,ami: 0.9092658015633156 ,a: 0.3621621621621622 
wut,x3,latentdirichletallocation,0,UMAP_global,185 x 2,185 x 2,"cf: [[15  1 49  0]
 [ 0  3  0 47]
 [ 0 38  1  1]
 [ 0  0  0 30]] ",nca: 0.567948717948718 ,r: 0.8408930669800235 ,ar: 0.6106543653358735 ,fm: 0.7229694520852458 ,mi: 0.9299892257438511 ,nmi: 0.7139263340386238 ,ami: 0.7082226092842061 ,a: 0.2648648648648649 
wut,x3,spectralcoclustering,0,UMAP_global,185 x 2,185 x 2,"cf: [[ 2 63  0  0]
 [ 3  0  5 42]
 [40  0  0  0]
 [ 0  0 30  0]] ",nca: 0.9364102564102564 ,r: 0.9510575793184489 ,ar: 0.8734526407152373 ,fm: 0.90668732159682 ,mi: 1.1666044941749578 ,nmi: 0.8611042079266414 ,ami: 0.8584916608703823 ,a: 0.010810810810810811 
wut,x3,bayesiangaussianmixture,0,UMAP_global,185 x 2,185 x 2,"cf: [[ 2  0 63  0]
 [ 4 13  0 33]
 [40  0  0  0]
 [ 0 30  0  0]] ",nca: 0.8764102564102565 ,r: 0.9190951821386604 ,ar: 0.7911070483079223 ,fm: 0.8460099272661789 ,mi: 1.0878714003467258 ,nmi: 0.8038144743723525 ,ami: 0.8001192337758777 ,a: 0.08108108108108109 
wut,x3,genie,0,Base,185 x 2,185 x 2,"cf: [[65  0  0  0]
 [ 4 23 23  0]
 [40  0  0  0]
 [ 0  3  0 27]] ",nca: 0.4533333333333333 ,r: 0.7718566392479436 ,ar: 0.49671314809300754 ,fm: 0.6713371848205159 ,mi: 0.8271281515866875 ,nmi: 0.6684479321857485 ,ami: 0.6614892192860059 ,a: 0.6216216216216216 
wut,x3,kmeans,0,Base,185 x 2,185 x 2,"cf: [[ 5  0  0 60]
 [ 5 45  0  0]
 [40  0  0  0]
 [ 0  0 30  0]] ",nca: 0.9410256410256411 ,r: 0.9441833137485312 ,ar: 0.8558938343345038 ,fm: 0.8937919350413701 ,mi: 1.1745233093401912 ,nmi: 0.8684409018864321 ,ami: 0.8659597430920513 ,a: 0.2702702702702703 
wut,x3,agglomerative,0,Base,185 x 2,185 x 2,"cf: [[ 0 60  0  5]
 [46  0  0  4]
 [ 0  0  0 40]
 [ 0  0 30  0]] ",nca: 0.9476923076923077 ,r: 0.9492361927144536 ,ar: 0.8689019389127653 ,fm: 0.9033736272873971 ,mi: 1.1874959771580056 ,nmi: 0.877885047396947 ,ami: 0.8755824685679059 ,a: 0.0 
wut,x3,spectral,0,Base,185 x 2,185 x 2,"cf: [[ 2  0 63  0]
 [26  0  0 24]
 [40  0  0  0]
 [ 2 28  0  0]] ",nca: 0.7941880341880342 ,r: 0.8757931844888367 ,ar: 0.6924919038312236 ,fm: 0.7795326820995911 ,mi: 1.010173054823486 ,nmi: 0.7674557239082854 ,ami: 0.7629139496931968 ,a: 0.010810810810810811 
wut,x3,gaussianmixture,0,Base,185 x 2,185 x 2,"cf: [[65  0  0  0]
 [ 1 46  3  0]
 [ 4  0 36  0]
 [ 0  0  0 30]] ",nca: 0.94 ,r: 0.954876615746181 ,ar: 0.8851837238203086 ,fm: 0.9160903930005311 ,mi: 1.1791767713840706 ,nmi: 0.8786053281656271 ,ami: 0.876295311370395 ,a: 0.9567567567567568 
wut,x3,hdbscan,0,Base,185 x 2,185 x 2,"cf: [[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 7  0  0  0 58  0]
 [22  0 10 15  3  0]
 [ 0  0  0  0 40  0]
 [ 4 26  0  0  0  0]] ",nca: nan ,r: 0.7511750881316098 ,ar: 0.424436815308128 ,fm: 0.6058535888458298 ,mi: 0.763527976135605 ,nmi: 0.5823229335020379 ,ami: 0.5708721075185699 ,a: 0.2972972972972973 
