wut,x3,kmodes,0,Base,185 x 2,185 x 2,"cf: [[63  0  1  1]
 [50  0  0  0]
 [39  1  0  0]
 [30  0  0  0]] ",nca: 0.013461538461538414 ,r: 0.2783196239717979 ,ar: -0.003300299305587617 ,fm: 0.5046139166891231 ,mi: 0.019690009975471063 ,nmi: 0.027196652398185524 ,ami: -0.003261843333889671 ,a: 0.34054054054054056 
wut,x3,birch,0,Base,185 x 2,185 x 2,"cf: [[ 0  0 63  2]
 [41  0  0  9]
 [ 0  0  0 40]
 [ 2 28  0  0]] ",nca: 0.9075213675213675 ,r: 0.9358989424206815 ,ar: 0.835546409414322 ,fm: 0.8791677805937905 ,mi: 1.1315834366723259 ,nmi: 0.8400088559212392 ,ami: 0.836976073758223 ,a: 0.0 
wut,x3,minibatchkmeans,0,Base,185 x 2,185 x 2,"cf: [[63  0  0  2]
 [ 0  0 37 13]
 [ 0  0  0 40]
 [ 0 30  0  0]] ",nca: 0.903076923076923 ,r: 0.9275558166862514 ,ar: 0.8145350459852011 ,fm: 0.8638941619445052 ,mi: 1.14119402267749 ,nmi: 0.8479712219027822 ,ami: 0.845086895096939 ,a: 0.34054054054054056 
wut,x3,latentdirichletallocation,0,Base,185 x 2,185 x 2,"cf: [[ 0 57  4  4]
 [44  6  0  0]
 [ 0 38  0  2]
 [ 0  0  0 30]] ",nca: 0.6305128205128204 ,r: 0.7804935370152761 ,ar: 0.5103205328825288 ,fm: 0.6772488079611162 ,mi: 0.7702956628760079 ,nmi: 0.6364361786041118 ,ami: 0.6282585097499032 ,a: 0.1945945945945946 
wut,x3,spectralcoclustering,0,Base,185 x 2,185 x 2,"cf: [[29  0  0 36]
 [20  3 13 14]
 [ 9  0  0 31]
 [ 0 30  0  0]] ",nca: 0.49371794871794866 ,r: 0.6856051703877791 ,ar: 0.2461534997809 ,fm: 0.46815511680292216 ,mi: 0.5269063315272763 ,nmi: 0.41058869960430416 ,ami: 0.3985685033530031 ,a: 0.17297297297297298 
wut,x3,bayesiangaussianmixture,0,Base,185 x 2,185 x 2,"cf: [[ 0  1  0 64]
 [46  3  0  1]
 [ 0 39  0  1]
 [ 0  0 30  0]] ",nca: 0.9598717948717949 ,r: 0.9660399529964747 ,ar: 0.912929649178769 ,fm: 0.9360478211037901 ,mi: 1.2072045711457102 ,nmi: 0.8958361598776056 ,ami: 0.8938634463951491 ,a: 0.016216216216216217 
wut,x3,genie,1,UMAP_local,185 x 2,185 x 2,"cf: [[45 63  0]
 [47  0  0]
 [ 0  0 30]] ",nca: 0.7916666666666667 ,r: 0.709165687426557 ,ar: 0.3987876332009837 ,fm: 0.6439316074244 ,mi: 0.6127297114127697 ,nmi: 0.623153784606956 ,ami: 0.6188459370254837 ,a: 0.40540540540540543 
wut,x3,kmeans,1,UMAP_local,185 x 2,185 x 2,"cf: [[63  0 45]
 [ 0  0 47]
 [ 0 30  0]] ",nca: 0.7916666666666667 ,r: 0.709165687426557 ,ar: 0.3987876332009837 ,fm: 0.6439316074244 ,mi: 0.6127297114127697 ,nmi: 0.623153784606956 ,ami: 0.6188459370254837 ,a: 0.34054054054054056 
wut,x3,agglomerative,1,UMAP_local,185 x 2,185 x 2,"cf: [[45 63  0]
 [47  0  0]
 [ 0  0 30]] ",nca: 0.7916666666666667 ,r: 0.709165687426557 ,ar: 0.3987876332009837 ,fm: 0.6439316074244 ,mi: 0.6127297114127697 ,nmi: 0.623153784606956 ,ami: 0.6188459370254837 ,a: 0.40540540540540543 
wut,x3,spectral,1,UMAP_local,185 x 2,185 x 2,"cf: [[  0 108   0]
 [  0   1  46]
 [ 30   0   0]] ",nca: 0.9893617021276595 ,r: 0.990951821386604 ,ar: 0.9815460660624193 ,fm: 0.9894969158480026 ,mi: 0.926573241871762 ,nmi: 0.9702110285905284 ,ami: 0.9698595134327532 ,a: 0.005405405405405406 
wut,x3,gaussianmixture,1,UMAP_local,185 x 2,185 x 2,"cf: [[63  0 45]
 [ 0  0 47]
 [ 0 30  0]] ",nca: 0.7916666666666667 ,r: 0.709165687426557 ,ar: 0.3987876332009837 ,fm: 0.6439316074244 ,mi: 0.6127297114127697 ,nmi: 0.623153784606956 ,ami: 0.6188459370254837 ,a: 0.34054054054054056 
wut,x3,hdbscan,1,UMAP_local,185 x 2,185 x 2,"cf: [[ 0  0  0  0]
 [63  0 45  0]
 [ 0  0 47  0]
 [ 0 30  0  0]] ",nca: nan ,r: 0.709165687426557 ,ar: 0.3987876332009837 ,fm: 0.6439316074244 ,mi: 0.6127297114127697 ,nmi: 0.623153784606956 ,ami: 0.6188459370254837 ,a: 0.25405405405405407 
wut,x3,kmodes,1,UMAP_local,185 x 2,185 x 2,"cf: [[107   1   0]
 [ 46   0   1]
 [ 30   0   0]] ",nca: 0.015267927501970036 ,r: 0.43213866039953 ,ar: 0.0008847939872394724 ,fm: 0.6479327208853551 ,mi: 0.01034022370618266 ,nmi: 0.020185876200245537 ,ami: -0.00013573107627690433 ,a: 0.5783783783783784 
wut,x3,birch,1,UMAP_local,185 x 2,185 x 2,"cf: [[45 63  0]
 [47  0  0]
 [ 0  0 30]] ",nca: 0.7916666666666667 ,r: 0.709165687426557 ,ar: 0.3987876332009837 ,fm: 0.6439316074244 ,mi: 0.6127297114127697 ,nmi: 0.623153784606956 ,ami: 0.6188459370254837 ,a: 0.40540540540540543 
wut,x3,minibatchkmeans,1,UMAP_local,185 x 2,185 x 2,"cf: [[63 45  0]
 [ 0  1 46]
 [ 0  0 30]] ",nca: 0.3023049645390071 ,r: 0.7470035252643948 ,ar: 0.4702391530039461 ,fm: 0.6762682567645736 ,mi: 0.6556907892302961 ,nmi: 0.6442032555223015 ,ami: 0.6402992955714538 ,a: 0.5081081081081081 
wut,x3,latentdirichletallocation,1,UMAP_local,185 x 2,185 x 2,"cf: [[  0   0 108]
 [ 11  15  21]
 [  0  30   0]] ",nca: 0.6170212765957448 ,r: 0.7985311398354876 ,ar: 0.6023437968865262 ,fm: 0.7992380534633695 ,mi: 0.49269731008390444 ,nmi: 0.5727667524493132 ,ami: 0.5669043368437833 ,a: 0.08108108108108109 
wut,x3,spectralcoclustering,1,UMAP_local,185 x 2,185 x 2,"cf: [[108   0   0]
 [  1   0  46]
 [  0  30   0]] ",nca: 0.9893617021276595 ,r: 0.990951821386604 ,ar: 0.9815460660624193 ,fm: 0.9894969158480026 ,mi: 0.926573241871762 ,nmi: 0.9702110285905284 ,ami: 0.9698595134327532 ,a: 0.5837837837837838 
wut,x3,bayesiangaussianmixture,1,UMAP_local,185 x 2,185 x 2,"cf: [[45  0 63]
 [ 1 46  0]
 [ 0 30  0]] ",nca: 0.3023049645390071 ,r: 0.7470035252643948 ,ar: 0.4702391530039461 ,fm: 0.6762682567645736 ,mi: 0.6556907892302961 ,nmi: 0.6442032555223016 ,ami: 0.640299295571454 ,a: 0.4918918918918919 
wut,x3,genie,1,UMAP_global,185 x 2,185 x 2,"cf: [[45 63  0]
 [ 1  0 46]
 [ 0  0 30]] ",nca: 0.3023049645390071 ,r: 0.7470035252643948 ,ar: 0.4702391530039461 ,fm: 0.6762682567645736 ,mi: 0.6556907892302961 ,nmi: 0.6442032555223015 ,ami: 0.6402992955714538 ,a: 0.40540540540540543 
wut,x3,kmeans,1,UMAP_global,185 x 2,185 x 2,"cf: [[45 63  0]
 [19  0 28]
 [ 0  0 30]] ",nca: 0.49379432624113473 ,r: 0.7025851938895418 ,ar: 0.37485578658661284 ,fm: 0.6132430022466266 ,mi: 0.5297858638471498 ,nmi: 0.5156040703397201 ,ami: 0.5103457679012352 ,a: 0.40540540540540543 
wut,x3,agglomerative,1,UMAP_global,185 x 2,185 x 2,"cf: [[ 0 63 45]
 [46  0  1]
 [30  0  0]] ",nca: 0.3023049645390071 ,r: 0.7470035252643948 ,ar: 0.4702391530039461 ,fm: 0.6762682567645736 ,mi: 0.6556907892302961 ,nmi: 0.6442032555223016 ,ami: 0.640299295571454 ,a: 0.0 
wut,x3,spectral,1,UMAP_global,185 x 2,185 x 2,"cf: [[45 63  0]
 [47  0  0]
 [ 0  0 30]] ",nca: 0.7916666666666667 ,r: 0.709165687426557 ,ar: 0.3987876332009837 ,fm: 0.6439316074244 ,mi: 0.6127297114127697 ,nmi: 0.623153784606956 ,ami: 0.6188459370254837 ,a: 0.40540540540540543 
wut,x3,gaussianmixture,1,UMAP_global,185 x 2,185 x 2,"cf: [[63  0 45]
 [ 0 15 32]
 [ 0 30  0]] ",nca: 0.6320921985815602 ,r: 0.6941833137485312 ,ar: 0.3599852931665588 ,fm: 0.6081476108151336 ,mi: 0.5199459581248234 ,nmi: 0.5115424130063444 ,ami: 0.5061743692188861 ,a: 0.42162162162162165 
wut,x3,hdbscan,1,UMAP_global,185 x 2,185 x 2,"cf: [[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 1 63  0 44  0]
 [ 2  0  0 45  0]
 [ 1  0 28  1  0]] ",nca: nan ,r: 0.700352526439483 ,ar: 0.3780649300155744 ,fm: 0.6275212143542469 ,mi: 0.5717037778314662 ,nmi: 0.5595726034315971 ,ami: 0.5518338064191494 ,a: 0.24324324324324326 
wut,x3,kmodes,1,UMAP_global,185 x 2,185 x 2,"cf: [[108   0   0]
 [ 45   1   1]
 [ 30   0   0]] ",nca: 0.010638297872340385 ,r: 0.43942420681551114 ,ar: 0.01370324049997432 ,fm: 0.6535582395374895 ,mi: 0.014987764480008776 ,nmi: 0.029258666631264293 ,ami: 0.009125231457554929 ,a: 0.5891891891891892 
wut,x3,birch,1,UMAP_global,185 x 2,185 x 2,"cf: [[ 0 63 45]
 [46  0  1]
 [30  0  0]] ",nca: 0.3023049645390071 ,r: 0.7470035252643948 ,ar: 0.4702391530039461 ,fm: 0.6762682567645736 ,mi: 0.6556907892302961 ,nmi: 0.6442032555223016 ,ami: 0.640299295571454 ,a: 0.0 
wut,x3,minibatchkmeans,1,UMAP_global,185 x 2,185 x 2,"cf: [[63 45  0]
 [ 0 34 13]
 [ 0  0 30]] ",nca: 0.6533687943262412 ,r: 0.694653349001175 ,ar: 0.3617315655008624 ,fm: 0.6104293795956711 ,mi: 0.5230332109924195 ,nmi: 0.5161514461540437 ,ami: 0.5108154028237956 ,a: 0.6864864864864865 
wut,x3,latentdirichletallocation,1,UMAP_global,185 x 2,185 x 2,"cf: [[22 21 65]
 [ 0 47  0]
 [ 0 30  0]] ",nca: 0.30092592592592593 ,r: 0.6307873090481786 ,ar: 0.24319975934934202 ,fm: 0.5624067502534904 ,mi: 0.40380439671648677 ,nmi: 0.42181271637738504 ,ami: 0.41496309013565014 ,a: 0.372972972972973 
wut,x3,spectralcoclustering,1,UMAP_global,185 x 2,185 x 2,"cf: [[63 45  0]
 [ 0 16 31]
 [ 0  0 30]] ",nca: 0.46187943262411346 ,r: 0.7073443008225617 ,ar: 0.3847613699151381 ,fm: 0.6193607383938893 ,mi: 0.5390645477572868 ,nmi: 0.5244307680674862 ,ami: 0.5192705384422223 ,a: 0.5891891891891892 
wut,x3,bayesiangaussianmixture,1,UMAP_global,185 x 2,185 x 2,"cf: [[ 0 63 45]
 [ 7  0 40]
 [30  0  0]] ",nca: 0.7171985815602837 ,r: 0.6988836662749707 ,ar: 0.3733455287442855 ,fm: 0.6219840534535577 ,mi: 0.5426257270691752 ,nmi: 0.5417153280673491 ,ami: 0.5365926666189368 ,a: 0.0 
wut,x3,genie,1,Base,185 x 2,185 x 2,"cf: [[108   0   0]
 [  1  46   0]
 [  0   3  27]] ",nca: 0.9393617021276595 ,r: 0.9780846063454759 ,ar: 0.9553467153685131 ,fm: 0.9746698341063381 ,mi: 0.8655686283424755 ,nmi: 0.910283436316482 ,ami: 0.9092180583432882 ,a: 0.9783783783783784 
wut,x3,kmeans,1,Base,185 x 2,185 x 2,"cf: [[108   0   0]
 [  0  47   0]
 [  0   0  30]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 0.9573124128639829 ,nmi: 1.0 ,ami: 1.0 ,a: 1.0 
wut,x3,agglomerative,1,Base,185 x 2,185 x 2,"cf: [[108   0   0]
 [  1  46   0]
 [  0   0  30]] ",nca: 0.9893617021276595 ,r: 0.990951821386604 ,ar: 0.9815460660624193 ,fm: 0.9894969158480026 ,mi: 0.926573241871762 ,nmi: 0.9702110285905284 ,ami: 0.9698595134327532 ,a: 0.9945945945945946 
wut,x3,spectral,1,Base,185 x 2,185 x 2,"cf: [[  0   0 108]
 [ 45   0   2]
 [  0  28   2]] ",nca: 0.9453900709219858 ,r: 0.9658049353701528 ,ar: 0.9305297196889436 ,fm: 0.9610644262919855 ,mi: 0.8490469407915769 ,nmi: 0.8980893883543422 ,ami: 0.8968722122458227 ,a: 0.010810810810810811 
wut,x3,gaussianmixture,1,Base,185 x 2,185 x 2,"cf: [[108   0   0]
 [  4  43   0]
 [  0   0  30]] ",nca: 0.9574468085106382 ,r: 0.9645123384253819 ,ar: 0.9278667859783778 ,fm: 0.9594682315304314 ,mi: 0.8640339068577381 ,nmi: 0.9117681118577287 ,ami: 0.9107179987733187 ,a: 0.9783783783783784 
wut,x3,hdbscan,1,Base,185 x 2,185 x 2,"cf: [[  0   0   0   0   0]
 [  0   0   0   0   0]
 [  4   0 104   0   0]
 [  6   0  31  10   0]
 [  4  26   0   0   0]] ",nca: nan ,r: 0.7435957696827262 ,ar: 0.49562655718559445 ,fm: 0.7467391708842577 ,mi: 0.4824598228654328 ,nmi: 0.5313222798160243 ,ami: 0.5219683398704205 ,a: 0.6162162162162163 
wut,x3,kmodes,1,Base,185 x 2,185 x 2,"cf: [[106   1   1]
 [ 47   0   0]
 [ 30   0   0]] ",nca: 0.00462962962962965 ,r: 0.42508813160987075 ,ar: -0.011520154250891026 ,fm: 0.6424886705768379 ,mi: 0.005860719545801821 ,nmi: 0.011441121832323438 ,ami: -0.009061853991230568 ,a: 0.572972972972973 
wut,x3,birch,1,Base,185 x 2,185 x 2,"cf: [[45  0 63]
 [47  0  0]
 [ 2 28  0]] ",nca: 0.7583333333333333 ,r: 0.6950646298472385 ,ar: 0.37103515711667634 ,fm: 0.6297433559661357 ,mi: 0.560411516365479 ,nmi: 0.5736207615635586 ,ami: 0.5687072043378104 ,a: 0.24324324324324326 
wut,x3,minibatchkmeans,1,Base,185 x 2,185 x 2,"cf: [[108   0   0]
 [  0   0  47]
 [  0  30   0]] ",nca: 1.0 ,r: 1.0 ,ar: 1.0 ,fm: 1.0 ,mi: 0.9573124128639829 ,nmi: 1.0 ,ami: 1.0 ,a: 0.5837837837837838 
wut,x3,latentdirichletallocation,1,Base,185 x 2,185 x 2,"cf: [[ 1 11 96]
 [43  0  4]
 [ 0 30  0]] ",nca: 0.9018912529550827 ,r: 0.8770857814336075 ,ar: 0.7465365053709218 ,fm: 0.8514029727125927 ,mi: 0.7118484184032936 ,nmi: 0.724396519076448 ,ami: 0.721251752099077 ,a: 0.005405405405405406 
wut,x3,spectralcoclustering,1,Base,185 x 2,185 x 2,"cf: [[108   0   0]
 [ 30  13   4]
 [  0   0  30]] ",nca: 0.6382978723404256 ,r: 0.7695652173913043 ,ar: 0.5510558430875189 ,fm: 0.7846439074073225 ,mi: 0.5001768803503666 ,nmi: 0.5976272453227213 ,ami: 0.5919856913710012 ,a: 0.8162162162162162 
wut,x3,bayesiangaussianmixture,1,Base,185 x 2,185 x 2,"cf: [[  0 108   0]
 [ 43   4   0]
 [  0   0  30]] ",nca: 0.9574468085106382 ,r: 0.9645123384253819 ,ar: 0.9278667859783778 ,fm: 0.9594682315304314 ,mi: 0.8640339068577381 ,nmi: 0.9117681118577287 ,ami: 0.9107179987733187 ,a: 0.1837837837837838 
wut,z1,genie,0,UMAP_local,192 x 2,192 x 2,"cf: [[28  0 36]
 [29 35  0]
 [13 51  0]] ",nca: 0.40625 ,r: 0.6714659685863874 ,ar: 0.2766661553510852 ,fm: 0.5281465126699743 ,mi: 0.4152237574250194 ,nmi: 0.3880431018678956 ,ami: 0.38192486635611017 ,a: 0.328125 
wut,z1,kmeans,0,UMAP_local,192 x 2,192 x 2,"cf: [[21  0 43]
 [22 22 20]
 [19 45  0]] ",nca: 0.359375 ,r: 0.6590859511343804 ,ar: 0.22909030097311175 ,fm: 0.48351656438722235 ,mi: 0.31849258603806097 ,nmi: 0.28997914393897595 ,ami: 0.28308262824246927 ,a: 0.22395833333333334 
wut,z1,agglomerative,0,UMAP_local,192 x 2,192 x 2,"cf: [[ 0 31 33]
 [28 36  0]
 [51 13  0]] ",nca: 0.4375 ,r: 0.6668302792321117 ,ar: 0.26852220445311514 ,fm: 0.5241974572650319 ,mi: 0.40528389911342516 ,nmi: 0.38028844089345926 ,ami: 0.374063005279938 ,a: 0.1875 
wut,z1,spectral,0,UMAP_local,192 x 2,192 x 2,"cf: [[31  0 33]
 [46 18  0]
 [21 43  0]] ",nca: 0.453125 ,r: 0.6416339441535777 ,ar: 0.22401744051965428 ,fm: 0.5022874929320654 ,mi: 0.3703532093055888 ,nmi: 0.35123834069900156 ,ami: 0.3446470812840332 ,a: 0.2552083333333333 
wut,z1,gaussianmixture,0,UMAP_local,192 x 2,192 x 2,"cf: [[ 0 42 22]
 [19 21 24]
 [40  0 24]] ",nca: 0.328125 ,r: 0.6445789703315882 ,ar: 0.19709437445454212 ,fm: 0.46260561800466365 ,mi: 0.2964209754537264 ,nmi: 0.270122184219252 ,ami: 0.26302599528988774 ,a: 0.234375 
wut,z1,hdbscan,0,UMAP_local,192 x 2,192 x 2,"cf: [[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 4  0 28 32  0]
 [ 9 27 28  0  0]
 [ 3 50 11  0  0]] ",nca: nan ,r: 0.6757744328097731 ,ar: 0.2574159005907346 ,fm: 0.49638425115147067 ,mi: 0.3988010344642691 ,nmi: 0.3411287131648413 ,ami: 0.33193789903374843 ,a: 0.14583333333333334 
wut,z1,kmodes,0,UMAP_local,192 x 2,192 x 2,"cf: [[64  0  0]
 [62  1  1]
 [64  0  0]] ",nca: 0.0078125 ,r: 0.3369873472949389 ,ar: 0.00011023824810754086 ,fm: 0.5683856917197883 ,mi: 0.011553918003220726 ,nmi: 0.019856526572524992 ,ami: 9.713935632073422e-05 ,a: 0.3385416666666667 
wut,z1,birch,0,UMAP_local,192 x 2,192 x 2,"cf: [[15 49  0]
 [37 27  0]
 [31  0 33]] ",nca: 0.4296875 ,r: 0.6593041012216405 ,ar: 0.25236397768578006 ,fm: 0.513895859861335 ,mi: 0.3927039803559621 ,nmi: 0.36862038176619105 ,ami: 0.3622752592039273 ,a: 0.390625 
wut,z1,minibatchkmeans,0,UMAP_local,192 x 2,192 x 2,"cf: [[42  0 22]
 [19 24 21]
 [ 0 47 17]] ",nca: 0.359375 ,r: 0.6618128272251309 ,ar: 0.23621825854634024 ,fm: 0.4889168040041876 ,mi: 0.32353403386595564 ,nmi: 0.2948908969667789 ,ami: 0.28803399285221964 ,a: 0.4322916666666667 
wut,z1,latentdirichletallocation,0,UMAP_local,192 x 2,192 x 2,"cf: [[19  0 45]
 [25 15 24]
 [18 43  3]] ",nca: 0.3828125 ,r: 0.6539048865619547 ,ar: 0.2188496508273677 ,fm: 0.4776138587273193 ,mi: 0.27755103679170434 ,nmi: 0.2531193002608755 ,ami: 0.24585180674323046 ,a: 0.19270833333333334 
wut,z1,spectralcoclustering,0,UMAP_local,192 x 2,192 x 2,"cf: [[13  0 51]
 [36  0 28]
 [29 35  0]] ",nca: 0.453125 ,r: 0.6726112565445026 ,ar: 0.278568655567881 ,fm: 0.5289761557565411 ,mi: 0.41537149298160553 ,nmi: 0.3881543713985505 ,ami: 0.3820367836086237 ,a: 0.06770833333333333 
wut,z1,bayesiangaussianmixture,0,UMAP_local,192 x 2,192 x 2,"cf: [[45  0 19]
 [24 23 17]
 [ 0 43 21]] ",nca: 0.3203125 ,r: 0.6587587260034904 ,ar: 0.22938530057911186 ,fm: 0.48438651475593775 ,mi: 0.3191358850066216 ,nmi: 0.2909168126624233 ,ami: 0.2840203185931695 ,a: 0.4635416666666667 
wut,z1,genie,0,UMAP_global,192 x 2,192 x 2,"cf: [[17  0 47]
 [ 0 31 33]
 [12 52  0]] ",nca: 0.296875 ,r: 0.6829733856893543 ,ar: 0.30959118939553637 ,fm: 0.5548206093322275 ,mi: 0.4281226525734015 ,nmi: 0.40552799444878446 ,ami: 0.39949040029230326 ,a: 0.25 
wut,z1,kmeans,0,UMAP_global,192 x 2,192 x 2,"cf: [[44  0 20]
 [22 23 19]
 [ 0 46 18]] ",nca: 0.3515625 ,r: 0.663121727748691 ,ar: 0.23923813355876203 ,fm: 0.4909790498325752 ,mi: 0.3251869903920892 ,nmi: 0.2964328588813815 ,ami: 0.2895900134963923 ,a: 0.4427083333333333 
wut,z1,agglomerative,0,UMAP_global,192 x 2,192 x 2,"cf: [[48  0 16]
 [21 21 22]
 [ 4 45 15]] ",nca: 0.3984375 ,r: 0.6619219022687609 ,ar: 0.23857109691874445 ,fm: 0.4918611263334299 ,mi: 0.28283866024373466 ,nmi: 0.25845599733748165 ,ami: 0.25122467103088136 ,a: 0.4375 
wut,z1,spectral,0,UMAP_global,192 x 2,192 x 2,"cf: [[ 4 20 40]
 [19 26 19]
 [41 23  0]] ",nca: 0.3359375 ,r: 0.6351985165794066 ,ar: 0.17569631327693877 ,fm: 0.44814879581310335 ,mi: 0.2397083232284215 ,nmi: 0.2183943457294455 ,ami: 0.2107969938035315 ,a: 0.15625 
wut,z1,gaussianmixture,0,UMAP_global,192 x 2,192 x 2,"cf: [[20 30 14]
 [26 13 25]
 [26  0 38]] ",nca: 0.234375 ,r: 0.5888416230366492 ,ar: 0.08294776501996888 ,fm: 0.393774534981141 ,mi: 0.14152019400284901 ,nmi: 0.13055616610950896 ,ami: 0.1219880366795555 ,a: 0.3697916666666667 
wut,z1,hdbscan,0,UMAP_global,192 x 2,192 x 2,"cf: [[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 6 10 41  7  0]
 [18 23  7 16  0]
 [ 4 60  0  0  0]] ",nca: nan ,r: 0.6925719895287958 ,ar: 0.304286776778866 ,fm: 0.5335542135774001 ,mi: 0.3705833265378777 ,nmi: 0.3179230378739667 ,ami: 0.3084172978239619 ,a: 0.296875 
wut,z1,kmodes,0,UMAP_global,192 x 2,192 x 2,"cf: [[63  0  1]
 [63  1  0]
 [64  0  0]] ",nca: 0.015625 ,r: 0.3368782722513089 ,ar: -5.4257887740430265e-05 ,fm: 0.5682897292528425 ,mi: 0.011471242573629276 ,nmi: 0.019714440843327335 ,ami: -4.781077693329517e-05 ,a: 0.3333333333333333 
wut,z1,birch,0,UMAP_global,192 x 2,192 x 2,"cf: [[16 48  0]
 [19 25 20]
 [23  0 41]] ",nca: 0.34375 ,r: 0.6621400523560209 ,ar: 0.23778796856188195 ,fm: 0.490507447771393 ,mi: 0.32470724672807166 ,nmi: 0.296240303730724 ,ami: 0.2893895085217577 ,a: 0.4270833333333333 
wut,z1,minibatchkmeans,0,UMAP_global,192 x 2,192 x 2,"cf: [[43  0 21]
 [22 24 18]
 [ 0 49 15]] ",nca: 0.359375 ,r: 0.668466404886562 ,ar: 0.252936070770678 ,fm: 0.5012037650763407 ,mi: 0.3347872421775563 ,nmi: 0.30577899206608267 ,ami: 0.2990127288019137 ,a: 0.4270833333333333 
wut,z1,latentdirichletallocation,0,UMAP_global,192 x 2,192 x 2,"cf: [[16  5 43]
 [29 18 17]
 [14 50  0]] ",nca: 0.453125 ,r: 0.6690117801047121 ,ar: 0.2532280498088907 ,fm: 0.5007877470378647 ,mi: 0.29180053039701315 ,nmi: 0.2661972436555261 ,ami: 0.25905461864500945 ,a: 0.17708333333333334 
wut,z1,spectralcoclustering,0,UMAP_global,192 x 2,192 x 2,"cf: [[23 41  0]
 [25 19 20]
 [22  0 42]] ",nca: 0.34375 ,r: 0.6470331588132635 ,ar: 0.2025381457292008 ,fm: 0.4661840211930527 ,mi: 0.30044087611811954 ,nmi: 0.2737534777454042 ,ami: 0.26669349505268813 ,a: 0.4375 
wut,z1,bayesiangaussianmixture,0,UMAP_global,192 x 2,192 x 2,"cf: [[31 23 10]
 [15 27 22]
 [ 0 33 31]] ",nca: 0.1953125 ,r: 0.5880780977312391 ,ar: 0.08147293075246581 ,fm: 0.3929462666677135 ,mi: 0.14625132005891284 ,nmi: 0.13484759973958546 ,ami: 0.12632799528328448 ,a: 0.4635416666666667 
wut,z1,genie,0,Base,192 x 2,192 x 2,"cf: [[32  0 32]
 [16 26 22]
 [ 0 64  0]] ",nca: 0.421875 ,r: 0.7140052356020943 ,ar: 0.3668059991351778 ,fm: 0.5846950862843099 ,mi: 0.4675957327551197 ,nmi: 0.4335370889794579 ,ami: 0.4279258428990591 ,a: 0.3020833333333333 
wut,z1,kmeans,0,Base,192 x 2,192 x 2,"cf: [[23  0 41]
 [21 21 22]
 [22 42  0]] ",nca: 0.3125 ,r: 0.6473058464223386 ,ar: 0.20231801059488544 ,fm: 0.465493030261307 ,mi: 0.300063161075511 ,nmi: 0.2731594568614426 ,ami: 0.2661006953099053 ,a: 0.22916666666666666 
wut,z1,agglomerative,0,Base,192 x 2,192 x 2,"cf: [[48  0 16]
 [28 20 16]
 [ 0 44 20]] ",nca: 0.34375 ,r: 0.6675392670157068 ,ar: 0.2525037749221904 ,fm: 0.5019955256906792 ,mi: 0.33510668549991285 ,nmi: 0.3066725890069829 ,ami: 0.2999005905414964 ,a: 0.4583333333333333 
wut,z1,spectral,0,Base,192 x 2,192 x 2,"cf: [[25  0 39]
 [26 19 19]
 [23 41  0]] ",nca: 0.328125 ,r: 0.6395069808027923 ,ar: 0.18717020295796882 ,fm: 0.45695928540032593 ,mi: 0.2895270151095924 ,nmi: 0.26426651803812035 ,ami: 0.2571008951666571 ,a: 0.22916666666666666 
wut,z1,gaussianmixture,0,Base,192 x 2,192 x 2,"cf: [[25 39  0]
 [25 20 19]
 [25  5 34]] ",nca: 0.265625 ,r: 0.6143651832460733 ,ar: 0.13211554390860025 ,fm: 0.42123699876709264 ,mi: 0.2011718056995096 ,nmi: 0.18394292849950522 ,ami: 0.1759796957517586 ,a: 0.4114583333333333 
wut,z1,hdbscan,0,Base,192 x 2,192 x 2,"cf: [[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [16  0 18 30  0]
 [16  6  0 42  0]
 [31  0  0 33  0]] ",nca: nan ,r: 0.5508835078534031 ,ar: 0.04554068642353785 ,fm: 0.3983013761194901 ,mi: 0.16057016818720385 ,nmi: 0.15115743050112848 ,ami: 0.13742241018999435 ,a: 0.3125 
wut,z1,kmodes,0,Base,192 x 2,192 x 2,"cf: [[63  1  0]
 [64  0  0]
 [63  0  1]] ",nca: 0.015625 ,r: 0.3368782722513089 ,ar: -5.4257887740430265e-05 ,fm: 0.5682897292528425 ,mi: 0.011471242573629276 ,nmi: 0.019714440843327335 ,ami: -4.781077693329517e-05 ,a: 0.3333333333333333 
wut,z1,birch,0,Base,192 x 2,192 x 2,"cf: [[ 6 33 25]
 [31 12 21]
 [53  0 11]] ",nca: 0.3359375 ,r: 0.6397796684118674 ,ar: 0.20335403954197537 ,fm: 0.4778523906766116 ,mi: 0.24903088802874243 ,nmi: 0.2311884016243354 ,ami: 0.22356166552992107 ,a: 0.15104166666666666 
wut,z1,minibatchkmeans,0,Base,192 x 2,192 x 2,"cf: [[45 13  6]
 [22 22 20]
 [ 0 31 33]] ",nca: 0.28125 ,r: 0.6368346422338569 ,ar: 0.17918675618238644 ,fm: 0.4503513586246416 ,mi: 0.2358375445271491 ,nmi: 0.2148217441010433 ,ami: 0.2071914295126498 ,a: 0.5208333333333334 
