Collection,Dataset,Clustering Method,Label,Embedding,Original Dimensions,Embedding Dimensions,CF,NCA Score,R,AR,FM,MI,NMI,AMI,A
fcps,atom,spectralcoclustering,0,CountVectorizer,800 x 3,800 x 500,"cf: [[187 213]
 [191 209]] ",nca: 0.010000000000000009 ,r: 0.49942428035043807 ,ar: -0.0011492124356295517 ,fm: 0.49955638390089363 ,mi: 5.015255752816028e-05 ,nmi: 7.243391408721734e-05 ,ami: -0.0008326920788862846 ,a: 0.495 
fcps,atom,bayesiangaussianmixture,0,CountVectorizer,800 x 3,800 x 500,"cf: [[101 299]
 [175 225]] ",nca: 0.18500000000000005 ,r: 0.5165081351689612 ,ar: 0.03313119184519258 ,fm: 0.5387189698226738 ,mi: 0.0191067493789856 ,nmi: 0.028572045958312073 ,ami: 0.02766132839229827 ,a: 0.4075 
fcps,atom,genie,0,CharTFIDF,800 x 3,800 x 500,"cf: [[232 168]
 [400   0]] ",nca: 0.41999999999999993 ,r: 0.5876846057571965 ,ar: 0.17571540017466322 ,fm: 0.6535753360187008 ,mi: 0.1738106705211483 ,nmi: 0.28797964707286405 ,ami: 0.2872392238014416 ,a: 0.29 
fcps,atom,kmeans,0,CharTFIDF,800 x 3,800 x 500,"cf: [[219 181]
 [400   0]] ",nca: 0.4525000000000001 ,r: 0.6018804755944931 ,ar: 0.20405868688375914 ,fm: 0.6590991577944841 ,mi: 0.19039138541149708 ,nmi: 0.3101209394223245 ,ami: 0.30941581670456436 ,a: 0.27375 
fcps,atom,agglomerative,0,CharTFIDF,800 x 3,800 x 500,"cf: [[236 164]
 [400   0]] ",nca: 0.4099999999999999 ,r: 0.5835294117647059 ,ar: 0.1674207028237432 ,fm: 0.6521950643405534 ,mi: 0.16882697874109337 ,nmi: 0.2812837320296369 ,ami: 0.28053211811218287 ,a: 0.295 
fcps,atom,spectral,0,CharTFIDF,800 x 3,800 x 500,"cf: [[232 168]
 [400   0]] ",nca: 0.41999999999999993 ,r: 0.5876846057571965 ,ar: 0.17571540017466322 ,fm: 0.6535753360187008 ,mi: 0.1738106705211483 ,nmi: 0.28797964707286405 ,ami: 0.2872392238014416 ,a: 0.29 
fcps,atom,gaussianmixture,0,CharTFIDF,800 x 3,800 x 500,"cf: [[235 165]
 [400   0]] ",nca: 0.4125000000000001 ,r: 0.5845588235294118 ,ar: 0.16947556948367218 ,fm: 0.6525261941000893 ,mi: 0.1700678560227089 ,nmi: 0.2829529540728578 ,ami: 0.2822041538048343 ,a: 0.29375 
fcps,atom,hdbscan,0,CharTFIDF,800 x 3,800 x 500,"cf: [[  4   4   3 ...   0   0 118]
 [  0   0   0 ...   6   8 103]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5068585732165206 ,ar: 0.012687073211214157 ,fm: 0.2193749359702265 ,mi: 0.4481496663825703 ,nmi: 0.19792673311495596 ,ami: 0.16687703659765965 ,a: 0.005 
fcps,atom,kmodes,0,CharTFIDF,800 x 3,800 x 500,"cf: [[399   1]
 [400   0]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.49875 
fcps,atom,birch,0,CharTFIDF,800 x 3,800 x 500,"cf: [[353  47]
 [  7 393]] ",nca: 0.865 ,r: 0.8739549436795995 ,ar: 0.747912651470533 ,fm: 0.8744373100011578 ,mi: 0.46311015396289745 ,nmi: 0.6705492647906897 ,ami: 0.670250288175844 ,a: 0.9325 
fcps,atom,minibatchkmeans,0,CharTFIDF,800 x 3,800 x 500,"cf: [[181 219]
 [  0 400]] ",nca: 0.4525000000000001 ,r: 0.6018804755944931 ,ar: 0.20405868688375914 ,fm: 0.6590991577944841 ,mi: 0.19039138541149708 ,nmi: 0.3101209394223245 ,ami: 0.30941581670456436 ,a: 0.72625 
fcps,atom,kmedoids,0,CharTFIDF,800 x 3,800 x 500,"cf: [[218 182]
 [400   0]] ",nca: 0.45500000000000007 ,r: 0.6030162703379224 ,ar: 0.20632671153947993 ,fm: 0.6595905880572842 ,mi: 0.19169202533789625 ,nmi: 0.3118502617014812 ,ami: 0.3111477940801052 ,a: 0.2725 
fcps,atom,latentdirichletallocation,0,CharTFIDF,800 x 3,800 x 500,"cf: [[190 210]
 [400   0]] ",nca: 0.5249999999999999 ,r: 0.6373591989987485 ,ar: 0.27492226900132405 ,fm: 0.6773019002466107 ,mi: 0.22970730028847525 ,nmi: 0.36208510636389935 ,ami: 0.3614543784047097 ,a: 0.2375 
fcps,atom,spectralcoclustering,0,CharTFIDF,800 x 3,800 x 500,"cf: [[231 169]
 [400   0]] ",nca: 0.4224999999999999 ,r: 0.5887390488110138 ,ar: 0.17782042077480448 ,fm: 0.6539436987456426 ,mi: 0.17506506894772256 ,nmi: 0.2896617175264994 ,ami: 0.28892406590641484 ,a: 0.28875 
fcps,atom,bayesiangaussianmixture,0,CharTFIDF,800 x 3,800 x 500,"cf: [[232 168]
 [400   0]] ",nca: 0.41999999999999993 ,r: 0.5876846057571965 ,ar: 0.17571540017466322 ,fm: 0.6535753360187008 ,mi: 0.1738106705211483 ,nmi: 0.28797964707286405 ,ami: 0.2872392238014416 ,a: 0.29 
fcps,atom,genie,0,Hashing,800 x 3,800 x 500,"cf: [[322  78]
 [322  78]] ",nca: 0.0 ,r: 0.49937421777221525 ,ar: -0.0007864753790870197 ,fm: 0.584812924134401 ,mi: 6.661338147750939e-16 ,nmi: 1.1228177534243876e-15 ,ami: -0.0010581621272455885 ,a: 0.5 
fcps,atom,kmeans,0,Hashing,800 x 3,800 x 500,"cf: [[191 209]
 [180 220]] ",nca: 0.02750000000000008 ,r: 0.499752816020025 ,ar: -0.000489345147718756 ,fm: 0.5004438587053065 ,mi: 0.0003801722197350199 ,nmi: 0.0005495152569774125 ,ami: -0.00035591512751682777 ,a: 0.51375 
fcps,atom,agglomerative,0,Hashing,800 x 3,800 x 500,"cf: [[267 133]
 [256 144]] ",nca: 0.027499999999999858 ,r: 0.499752816020025 ,ar: -0.00037739889044632234 ,fm: 0.5223264744886555 ,mi: 0.0004176953752258461 ,nmi: 0.0006242451549766351 ,ami: -0.0003121099832943545 ,a: 0.51375 
fcps,atom,spectral,0,Hashing,800 x 3,800 x 500,"cf: [[141 259]
 [140 260]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: -0.0011358389362846435 ,fm: 0.5205126825590315 ,mi: 3.42844364897843e-06 ,nmi: 5.111875930022178e-06 ,ami: -0.0009296228332703072 ,a: 0.50125 
fcps,atom,gaussianmixture,0,Hashing,800 x 3,800 x 500,"cf: [[171 229]
 [165 235]] ",nca: 0.015000000000000124 ,r: 0.4994868585732165 ,ar: -0.0009957387331935217 ,fm: 0.5052494008750326 ,mi: 0.00011546057585742897 ,nmi: 0.00016813351108012294 ,ami: -0.0007444399467628427 ,a: 0.5075 
fcps,atom,hdbscan,0,Hashing,800 x 3,800 x 500,"cf: [[ 4  0  5 ...  2  2 81]
 [ 2  4  3 ...  0  1 74]
 [ 0  0  0 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]] ",nca: nan ,r: 0.5002972465581977 ,ar: -0.0005516962994986393 ,fm: 0.14447757495933616 ,mi: 0.0847338465120307 ,nmi: 0.03372748196840592 ,ami: -0.004453190220522295 ,a: 0.01 
fcps,atom,kmodes,0,Hashing,800 x 3,800 x 500,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,atom,birch,0,Hashing,800 x 3,800 x 500,"cf: [[248 152]
 [252 148]] ",nca: 0.010000000000000009 ,r: 0.49942428035043807 ,ar: -0.0010746025530581878 ,fm: 0.514259190270344 ,mi: 5.333453439620994e-05 ,nmi: 7.873938763486405e-05 ,ami: -0.00084663890943407 ,a: 0.495 
fcps,atom,minibatchkmeans,0,Hashing,800 x 3,800 x 500,"cf: [[172 228]
 [167 233]] ",nca: 0.012499999999999956 ,r: 0.4994524405506884 ,ar: -0.0010675127489431484 ,fm: 0.5046336996210622 ,mi: 7.998749057647192e-05 ,nmi: 0.00011637754068859622 ,ami: -0.0007954523378053809 ,a: 0.50625 
fcps,atom,kmedoids,0,Hashing,800 x 3,800 x 500,"cf: [[207 193]
 [205 195]] ",nca: 0.004999999999999893 ,r: 0.499386733416771 ,ar: -0.00122697230040718 ,fm: 0.4989854708412895 ,mi: 1.2511312498908467e-05 ,nmi: 1.805587042747467e-05 ,ami: -0.0008864194222030025 ,a: 0.5025 
fcps,atom,latentdirichletallocation,0,Hashing,800 x 3,800 x 500,"cf: [[185 215]
 [193 207]] ",nca: 0.020000000000000018 ,r: 0.49957446808510636 ,ar: -0.0008488376344187417 ,fm: 0.49970653234439555 ,mi: 0.00020062041508384088 ,nmi: 0.0002897503662134351 ,ami: -0.0006151789137418528 ,a: 0.49 
fcps,atom,spectralcoclustering,0,Hashing,800 x 3,800 x 500,"cf: [[220 180]
 [227 173]] ",nca: 0.01750000000000007 ,r: 0.4995275344180225 ,ar: -0.0009291819191505372 ,fm: 0.5023562298190369 ,mi: 0.00015527716548635606 ,nmi: 0.0002251412934685727 ,ami: -0.0006834214750821095 ,a: 0.49125 
fcps,atom,bayesiangaussianmixture,0,Hashing,800 x 3,800 x 500,"cf: [[145 255]
 [131 269]] ",nca: 0.03499999999999992 ,r: 0.4999874843554443 ,ar: 9.381702278710547e-05 ,fm: 0.522921110533892 ,mi: 0.0006778375555295257 ,nmi: 0.0010136316442272688 ,ami: 7.707795531531135e-05 ,a: 0.5175 
fcps,atom,genie,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[251 149]
 [ 13 387]] ",nca: 0.595 ,r: 0.6766082603254068 ,ar: 0.3533091885436145 ,fm: 0.6949809553247531 ,mi: 0.23237832005106937 ,nmi: 0.3501451071052222 ,ami: 0.34953117937285405 ,a: 0.7975 
fcps,atom,kmeans,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[137 263]
 [376  24]] ",nca: 0.5974999999999999 ,r: 0.6781007509386734 ,ar: 0.3562648719756402 ,fm: 0.690605626041226 ,mi: 0.21787193387062018 ,nmi: 0.32377026127493486 ,ami: 0.3231402845188552 ,a: 0.20125 
fcps,atom,agglomerative,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[231 169]
 [ 58 342]] ",nca: 0.4325000000000001 ,r: 0.5930193992490613 ,ar: 0.18611606253127783 ,fm: 0.608073907558902 ,mi: 0.10662238953625819 ,nmi: 0.1582778564957126 ,ami: 0.15749455121869596 ,a: 0.71625 
fcps,atom,spectral,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[170 230]
 [343  57]] ",nca: 0.4325000000000001 ,r: 0.5930193992490613 ,ar: 0.18611891797882463 ,fm: 0.608633701542937 ,mi: 0.10703035118463246 ,nmi: 0.15905327571000846 ,ami: 0.15826984833456817 ,a: 0.28375 
fcps,atom,gaussianmixture,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[166 234]
 [329  71]] ",nca: 0.4075 ,r: 0.5825062578222778 ,ar: 0.16507022432037521 ,fm: 0.5937015123259047 ,mi: 0.09156868155477815 ,nmi: 0.13487603131981593 ,ami: 0.13407725039755053 ,a: 0.29625 
fcps,atom,hdbscan,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[  3  10   0 ...   0   0 139]
 [  3   0   3 ...   5   3 137]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5043961201501878 ,ar: 0.007858666917967903 ,fm: 0.2568107810198929 ,mi: 0.3582672183267834 ,nmi: 0.1683071291058643 ,ami: 0.13568827900720543 ,a: 0.00375 
fcps,atom,kmodes,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,atom,birch,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[357  43]
 [ 99 301]] ",nca: 0.645 ,r: 0.7076470588235294 ,ar: 0.41530756262126894 ,fm: 0.7101621717941621 ,mi: 0.2329007838697961 ,nmi: 0.3384049366303932 ,ami: 0.3378024179044269 ,a: 0.8225 
fcps,atom,minibatchkmeans,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[300 100]
 [ 19 381]] ",nca: 0.7025000000000001 ,r: 0.746436170212766 ,ar: 0.49289760415741796 ,fm: 0.7513841428219454 ,mi: 0.295790361577281 ,nmi: 0.4331865854169538 ,ami: 0.43266626400440034 ,a: 0.85125 
fcps,atom,kmedoids,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[342  58]
 [ 11 389]] ",nca: 0.8275000000000001 ,r: 0.8421808510638298 ,ar: 0.6843666684996028 ,fm: 0.8430890237341254 ,mi: 0.4162887598921225 ,nmi: 0.6035902932989584 ,ami: 0.6032300490925112 ,a: 0.91375 
fcps,atom,latentdirichletallocation,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[162 238]
 [  0 400]] ",nca: 0.405 ,r: 0.5814893617021276 ,ar: 0.16334858460818807 ,fm: 0.6515605635764559 ,mi: 0.1663551985637301 ,nmi: 0.2779545073124997 ,ami: 0.2771972329501925 ,a: 0.7025 
fcps,atom,spectralcoclustering,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[ 91 309]
 [187 213]] ",nca: 0.24 ,r: 0.5282102628285357 ,ar: 0.05652903056006535 ,fm: 0.5492097282959103 ,mi: 0.032249757836966986 ,nmi: 0.04816874654863205 ,ami: 0.04727746925766012 ,a: 0.38 
fcps,atom,bayesiangaussianmixture,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[170 230]
 [332  68]] ",nca: 0.4049999999999998 ,r: 0.5814893617021276 ,ar: 0.16304561147758606 ,fm: 0.5944880535555771 ,mi: 0.09140241795903281 ,nmi: 0.1350688142990958 ,ami: 0.13426759301470598 ,a: 0.2975 
fcps,atom,genie,0,DistilBERT,800 x 3,800 x 768,"cf: [[179 221]
 [  3 397]] ",nca: 0.43999999999999995 ,r: 0.5962953692115144 ,ar: 0.19288988957462294 ,fm: 0.6536835111454605 ,mi: 0.17034152158857963 ,nmi: 0.277116630138319 ,ami: 0.2763787062053468 ,a: 0.72 
fcps,atom,kmeans,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 45 355]
 [389  11]] ",nca: 0.8599999999999999 ,r: 0.8696370463078849 ,ar: 0.7392760447751585 ,fm: 0.869950350439514 ,mi: 0.45070432074409406 ,nmi: 0.651929782975751 ,ami: 0.651614229599632 ,a: 0.07 
fcps,atom,agglomerative,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 37 363]
 [387  13]] ",nca: 0.875 ,r: 0.882665832290363 ,ar: 0.7653323556435083 ,fm: 0.8827318433187893 ,mi: 0.46554016371313567 ,nmi: 0.672506209435008 ,ami: 0.6722097027049557 ,a: 0.0625 
fcps,atom,spectral,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 44 356]
 [392   8]] ",nca: 0.8700000000000001 ,r: 0.8782978723404256 ,ar: 0.7565978340320104 ,fm: 0.878645294660413 ,mi: 0.46681447016878674 ,nmi: 0.6754468830710244 ,ami: 0.675152555707564 ,a: 0.065 
fcps,atom,gaussianmixture,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 50 350]
 [392   8]] ",nca: 0.855 ,r: 0.8653441802252816 ,ar: 0.7306916593038298 ,fm: 0.8659295047343349 ,mi: 0.4502198691376008 ,nmi: 0.6521278983160484 ,ami: 0.651812085778393 ,a: 0.0725 
fcps,atom,hdbscan,0,DistilBERT,800 x 3,800 x 768,"cf: [[  3   2   1 ...   0   0 144]
 [  0   1   2 ...   3   3 140]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5034543178973717 ,ar: 0.005987774595671643 ,fm: 0.26056523640483154 ,mi: 0.3720038365687085 ,nmi: 0.17329798883765105 ,ami: 0.1387646554947806 ,a: 0.005 
fcps,atom,kmodes,0,DistilBERT,800 x 3,800 x 768,"cf: [[399   1]
 [400   0]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.49875 
fcps,atom,birch,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 52 348]
 [383  17]] ",nca: 0.8275000000000001 ,r: 0.8421808510638298 ,ar: 0.6843642360104236 ,fm: 0.8425933464547989 ,mi: 0.4082160636245794 ,nmi: 0.590564166852546 ,ami: 0.5901929221567686 ,a: 0.08625 
fcps,atom,minibatchkmeans,0,DistilBERT,800 x 3,800 x 768,"cf: [[355  45]
 [ 11 389]] ",nca: 0.8599999999999999 ,r: 0.8696370463078849 ,ar: 0.7392760447751585 ,fm: 0.869950350439514 ,mi: 0.45070432074409406 ,nmi: 0.651929782975751 ,ami: 0.651614229599632 ,a: 0.93 
fcps,atom,kmedoids,0,DistilBERT,800 x 3,800 x 768,"cf: [[282 118]
 [210 190]] ",nca: 0.17999999999999994 ,r: 0.5155944931163955 ,ar: 0.031251687701404254 ,fm: 0.5276920747744807 ,mi: 0.01722652203817171 ,nmi: 0.025340460412951578 ,ami: 0.024441736006304345 ,a: 0.59 
fcps,atom,latentdirichletallocation,0,DistilBERT,800 x 3,800 x 768,"cf: [[348  52]
 [143 257]] ",nca: 0.5125 ,r: 0.6308667083854819 ,ar: 0.26178013940057665 ,fm: 0.6399547283783342 ,mi: 0.14786461926554118 ,nmi: 0.2174178736640413 ,ami: 0.21669657349337929 ,a: 0.75625 
fcps,atom,spectralcoclustering,0,DistilBERT,800 x 3,800 x 768,"cf: [[358  42]
 [ 15 385]] ",nca: 0.8574999999999999 ,r: 0.8674874843554443 ,ar: 0.734976066748491 ,fm: 0.8676260064486898 ,mi: 0.4429432376110907 ,nmi: 0.640084676350357 ,ami: 0.6397587021532557 ,a: 0.92875 
fcps,atom,bayesiangaussianmixture,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 50 350]
 [392   8]] ",nca: 0.855 ,r: 0.8653441802252816 ,ar: 0.7306916593038298 ,fm: 0.8659295047343349 ,mi: 0.4502198691376008 ,nmi: 0.6521278983160484 ,ami: 0.651812085778393 ,a: 0.0725 
